"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000023946"," mapkapk2b","ENSCHAG00000023946",NA,"protein_coding","Atlantic herring",4,8.136195,"MAPK activated protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-071018-1]",42.84,8,9543,1125,1250,NA,151,11
"ENSCHAG00000024355"," eif2d","ENSCHAG00000024355",105906791,"protein_coding","Atlantic herring",4,8.147636,"eukaryotic translation initiation factor 2D [Source:NCBI gene;Acc:105906791]",43.81,6,6546,1737,1966,NA,228,14
"ENSCHAG00000025049"," slc12a5b","ENSCHAG00000025049",105906774,"protein_coding","Atlantic herring",4,8.180174,"solute carrier family 12 member 5-like [Source:NCBI gene;Acc:105906774]",44.98,10,56440,3319.5,3506.5,31,179,24.5
"ENSCHAG00000024478"," sulf2b","ENSCHAG00000024478",NA,"protein_coding","Atlantic herring",4,17.678738,"sulfatase 2b [Source:ZFIN;Acc:ZDB-GENE-030131-775]",47.16,10,124937,2679,2854,51,3466.5,20
"ENSCHAG00000024718"," si:ch211-218g4.2","ENSCHAG00000024718",NA,"protein_coding","Atlantic herring",4,17.804439,"si:ch211-218g4.2 [Source:ZFIN;Acc:ZDB-GENE-090312-60]",48.86,1,81121,3546,3546,NA,NA,11
"ENSCHAG00000024730"," ","ENSCHAG00000024730",NA,"protein_coding","Atlantic herring",4,17.913467,"",39.59,1,1651,426,426,NA,NA,3
"ENSCHAG00000024739"," phf20b","ENSCHAG00000024739",105906431,"protein_coding","Atlantic herring",4,17.969066,"PHD finger protein 20 [Source:NCBI gene;Acc:105906431]",43.97,3,11775,3003,3384,189.5,NA,18
"ENSCHAG00000011120"," ","ENSCHAG00000011120",NA,"protein_coding","Atlantic herring",4,26.755682,"",41.82,1,268710,681,1954,429.5,411,7
"ENSCHAG00000011290"," ","ENSCHAG00000011290",NA,"protein_coding","Atlantic herring",4,26.824629,"",41.7,3,378321,774,1328,156,221,6
"ENSCHAG00000011312"," ","ENSCHAG00000011312",NA,"protein_coding","Atlantic herring",4,26.837226,"",40.91,1,36905,726,726,NA,NA,7
"ENSCHAG00000011355"," ","ENSCHAG00000011355",NA,"protein_coding","Atlantic herring",4,26.854692,"",44.43,1,645,387,387,NA,NA,3
"ENSCHAG00000013549"," ","ENSCHAG00000013549",NA,"protein_coding","Atlantic herring",4,29.259703,"",52.16,2,9032,1354.5,1354.5,NA,NA,3.5
"ENSCHAG00000013592"," ","ENSCHAG00000013592",NA,"protein_coding","Atlantic herring",4,29.384493,"",45.54,1,2254,1089,1089,NA,NA,4
"ENSCHAG00000021302"," igsf8","ENSCHAG00000021302",NA,"protein_coding","Atlantic herring",5,7.904552,"immunoglobulin superfamily, member 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2444]",45.2,1,10159,1872,4815,430,2511,6
"ENSCHAG00000021305"," sp7","ENSCHAG00000021305",105912223,"protein_coding","Atlantic herring",5,7.953058,"Sp7 transcription factor [Source:NCBI gene;Acc:105912223]",64.42,1,1289,1290,1290,NA,NA,1
"ENSCHAG00000021309"," tarbp2","ENSCHAG00000021309",105912229,"protein_coding","Atlantic herring",5,7.963022,"TARBP2 subunit of RISC loading complex [Source:NCBI gene;Acc:105912229]",41.35,2,6076,990,2810,572,1246,6.5
"ENSCHAG00000021367"," lrp1aa","ENSCHAG00000021367",NA,"protein_coding","Atlantic herring",5,8.005329,"low density lipoprotein receptor-related protein 1Aa [Source:ZFIN;Acc:ZDB-GENE-030131-7889]",46.83,9,127290,13441.5,14011,26,573,87
"ENSCHAG00000022356"," ","ENSCHAG00000022356",NA,"protein_coding","Atlantic herring",5,8.156771,"",41.85,3,3019,807,1096,NA,288,5
"ENSCHAG00000022403"," nuf2","ENSCHAG00000022403",105909904,"protein_coding","Atlantic herring",5,8.176942,"NUF2 component of NDC80 kinetochore complex [Source:NCBI gene;Acc:105909904]",41.98,1,8804,1371,2485,84.5,942,14
"ENSCHAG00000022422"," rab43","ENSCHAG00000022422",105909856,"protein_coding","Atlantic herring",5,8.185929,"RAB43, member RAS oncogene family [Source:NCBI gene;Acc:105909856]",42.23,1,3030,627,1172,544,NA,3
"ENSCHAG00000022429"," zgc:77375","ENSCHAG00000022429",NA,"protein_coding","Atlantic herring",5,8.194259,"zgc:77375 [Source:ZFIN;Acc:ZDB-GENE-040426-1827]",43.98,1,8058,1275,1275,NA,NA,8
"ENSCHAG00000013389"," skib","ENSCHAG00000013389",NA,"protein_coding","Atlantic herring",5,17.566066,"v-ski avian sarcoma viral oncogene homolog b [Source:ZFIN;Acc:ZDB-GENE-990715-10]",47.85,1,44737,2178,2178,NA,NA,8
"ENSCHAG00000013468"," plch2b","ENSCHAG00000013468",NA,"protein_coding","Atlantic herring",5,17.621762,"phospholipase C, eta 2b [Source:ZFIN;Acc:ZDB-GENE-101112-1]",48.13,5,24005,3018,3018,NA,NA,20
"ENSCHAG00000013881"," si:dkey-183j2.10","ENSCHAG00000013881",NA,"protein_coding","Atlantic herring",5,17.647466,"si:dkey-183j2.10 [Source:ZFIN;Acc:ZDB-GENE-130530-729]",48.7,1,8582,1350,1350,NA,NA,9
"ENSCHAG00000014010"," brpf3a","ENSCHAG00000014010",NA,"protein_coding","Atlantic herring",5,17.662758,"bromodomain and PHD finger containing, 3a [Source:ZFIN;Acc:ZDB-GENE-130530-730]",51.73,2,11157,3375,3375,NA,NA,13
"ENSCHAG00000014205"," mon1bb","ENSCHAG00000014205",NA,"protein_coding","Atlantic herring",5,17.678603,"MON1 secretory trafficking family member Bb [Source:ZFIN;Acc:ZDB-GENE-030131-3790]",53.54,4,5193,1639.5,1639.5,NA,NA,6
"ENSCHAG00000014495"," rnpep","ENSCHAG00000014495",NA,"protein_coding","Atlantic herring",5,17.68688,"arginyl aminopeptidase (aminopeptidase B) [Source:ZFIN;Acc:ZDB-GENE-040718-241]",48.51,10,7593,1881,1881,NA,NA,12
"ENSCHAG00000015850"," adipor1a","ENSCHAG00000015850",NA,"protein_coding","Atlantic herring",5,17.704543,"adiponectin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-040718-169]",49.9,1,4853,1137,1137,NA,NA,8
"ENSCHAG00000015959"," rabif","ENSCHAG00000015959",NA,"protein_coding","Atlantic herring",5,17.711023,"RAB interacting factor [Source:ZFIN;Acc:ZDB-GENE-040718-216]",44.25,1,1504,405,405,NA,NA,3
"ENSCHAG00000016007"," kdm5ba","ENSCHAG00000016007",NA,"protein_coding","Atlantic herring",5,17.71463,"lysine (K)-specific demethylase 5Ba [Source:ZFIN;Acc:ZDB-GENE-030131-5379]",48.15,9,26794,4273.5,4273.5,NA,NA,24
"ENSCHAG00000017407"," ipo9","ENSCHAG00000017407",NA,"protein_coding","Atlantic herring",5,17.742617,"importin 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2953]",48.47,4,23295,2961,2961,NA,NA,22
"ENSCHAG00000018848"," shisa4","ENSCHAG00000018848",NA,"protein_coding","Atlantic herring",5,17.773805,"shisa family member 4 [Source:ZFIN;Acc:ZDB-GENE-050417-419]",48.67,1,4844,576,576,NA,NA,4
"ENSCHAG00000018881"," lmod1b","ENSCHAG00000018881",NA,"protein_coding","Atlantic herring",5,17.783693,"leiomodin 1b (smooth muscle) [Source:ZFIN;Acc:ZDB-GENE-141215-22]",52.38,2,5018,1885.5,1885.5,NA,NA,5
"ENSCHAG00000018986"," rap1ab","ENSCHAG00000018986",105901888,"protein_coding","Atlantic herring",5,17.821225,"ras-related protein Rap-1A-like [Source:NCBI gene;Acc:105901888]",48.07,3,9825,444,444,NA,NA,6
"ENSCHAG00000019140"," si:dkey-43k4.5","ENSCHAG00000019140",NA,"protein_coding","Atlantic herring",5,17.882697,"si:dkey-43k4.5 [Source:ZFIN;Acc:ZDB-GENE-120215-82]",44.69,2,2890,1332,1332,NA,NA,4
"ENSCHAG00000019189"," ","ENSCHAG00000019189",NA,"protein_coding","Atlantic herring",5,17.886328,"",39.78,9,20730,1453.5,4703,NA,3274,11
"ENSCHAG00000015390"," ","ENSCHAG00000015390",NA,"protein_coding","Atlantic herring",6,8.203285,"",45.72,1,1250,1128,1128,NA,NA,2
"ENSCHAG00000015426"," ","ENSCHAG00000015426",NA,"protein_coding","Atlantic herring",6,8.243527,"",44.59,1,1127,1128,1128,NA,NA,1
"ENSCHAG00000015431"," ","ENSCHAG00000015431",NA,"protein_coding","Atlantic herring",6,8.249053,"",43.69,1,1361,1245,1245,NA,NA,2
"ENSCHAG00000015482"," ","ENSCHAG00000015482",NA,"protein_coding","Atlantic herring",6,8.289425,"",44.53,1,1982,1185,1185,NA,NA,2
"ENSCHAG00000013738"," adcy7","ENSCHAG00000013738",NA,"protein_coding","Atlantic herring",6,15.411752,"adenylate cyclase 7 [Source:ZFIN;Acc:ZDB-GENE-040713-1]",43.76,3,26723,3327,3837,509,NA,25
"ENSCHAG00000013986"," brd7","ENSCHAG00000013986",105899788,"protein_coding","Atlantic herring",6,15.439925,"bromodomain containing 7 [Source:NCBI gene;Acc:105899788]",43.64,2,11052,1944,2201,147,108,16.5
"ENSCHAG00000014022"," nkd1","ENSCHAG00000014022",NA,"protein_coding","Atlantic herring",6,15.504051,"NKD inhibitor of WNT signaling pathway 1 [Source:NCBI gene;Acc:751108]",47.82,1,30216,1449,3422,972,999,10
"ENSCHAG00000014031"," nod2","ENSCHAG00000014031",NA,"protein_coding","Atlantic herring",6,15.546092,"nucleotide-binding oligomerization domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-061108-4]",40.37,3,7867,2838,3546,353,NA,11
"ENSCHAG00000014127"," cylda","ENSCHAG00000014127",105899779,"protein_coding","Atlantic herring",6,15.55672,"CYLD lysine 63 deubiquitinase [Source:NCBI gene;Acc:105899779]",46.77,7,17032,2766,4417,177,1448,16
"ENSCHAG00000014333"," sall1a","ENSCHAG00000014333",105899763,"protein_coding","Atlantic herring",6,15.650299,"spalt like transcription factor 1 [Source:NCBI gene;Acc:105899763]",44.04,2,177745,3927,5381.5,453.5,999,3
"ENSCHAG00000000301"," irx5a","ENSCHAG00000000301",105899764,"protein_coding","Atlantic herring",6,16.639956,"iroquois homeobox 5 [Source:NCBI gene;Acc:105899764]",43.71,1,2758,1344,1344,NA,NA,3
"ENSCHAG00000017649"," MAF","ENSCHAG00000017649",NA,"protein_coding","Atlantic herring",6,17.914174,"MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]",45.46,1,102381,990,2229,466,385,3
"ENSCHAG00000018095"," myo9aa","ENSCHAG00000018095",NA,"protein_coding","Atlantic herring",6,18.735329,"myosin IXAa [Source:NCBI gene;Acc:100006612]",44.89,6,67832,4224,4368,65,NA,26
"ENSCHAG00000018171"," gramd2aa","ENSCHAG00000018171",NA,"protein_coding","Atlantic herring",6,18.805254,"GRAM domain containing 2Aa [Source:ZFIN;Acc:ZDB-GENE-040724-9]",39.57,1,11392,567,567,NA,NA,5
"ENSCHAG00000018202"," znf609b","ENSCHAG00000018202",105892919,"protein_coding","Atlantic herring",6,18.834058,"zinc finger protein 609 [Source:NCBI gene;Acc:105892919]",41.49,1,68817,4236,4949,353,4,8
"ENSCHAG00000018218"," trip4","ENSCHAG00000018218",105892940,"protein_coding","Atlantic herring",6,18.906868,"thyroid hormone receptor interactor 4 [Source:NCBI gene;Acc:105892940]",43.21,2,46380,1719,2327,294,312,13
"ENSCHAG00000018269"," ADAMTS7","ENSCHAG00000018269",NA,"protein_coding","Atlantic herring",6,18.955702,"ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]",43.37,10,113841,5142,5292,416,149,25
"ENSCHAG00000019101"," rxfp3.3a2","ENSCHAG00000019101",NA,"protein_coding","Atlantic herring",6,19.07036,"relaxin family peptide receptor 3.3a2 [Source:ZFIN;Acc:ZDB-GENE-121030-2]",42.47,1,2010,1239,1239,NA,NA,3
"ENSCHAG00000019130"," ","ENSCHAG00000019130",NA,"protein_coding","Atlantic herring",6,19.078758,"",40.92,2,5510,2199,3151,34,916,13.5
"ENSCHAG00000019148"," drd4b","ENSCHAG00000019148",105892881,"protein_coding","Atlantic herring",6,19.092325,"dopamine receptor D4 [Source:NCBI gene;Acc:105892881]",42.7,1,3425,1194,1194,NA,NA,4
"ENSCHAG00000019155"," sirt3","ENSCHAG00000019155",105892937,"protein_coding","Atlantic herring",6,19.099173,"sirtuin 3 [Source:NCBI gene;Acc:105892937]",41.18,1,4074,1074,1377,150.5,NA,9
"ENSCHAG00000007010"," mvb12bb","ENSCHAG00000007010",NA,"protein_coding","Atlantic herring",7,23.847878,"multivesicular body subunit 12Bb [Source:ZFIN;Acc:ZDB-GENE-080414-2]",47.19,1,53342,828,1911,276,528,10
"ENSCHAG00000007017"," lmx1bb","ENSCHAG00000007017",NA,"protein_coding","Atlantic herring",7,23.920279,"LIM homeobox transcription factor 1, beta b [Source:ZFIN;Acc:ZDB-GENE-050114-2]",48.49,2,91977,729,729,NA,NA,5
"ENSCHAG00000007135"," zbtb34","ENSCHAG00000007135",105905306,"protein_coding","Atlantic herring",7,24.091777,"zinc finger and BTB domain containing 34 [Source:NCBI gene;Acc:105905306]",69.24,1,1631,1632,1632,NA,NA,1
"ENSCHAG00000007191"," ralgps1","ENSCHAG00000007191",NA,"protein_coding","Atlantic herring",7,24.102961,"Ral GEF with PH domain and SH3 binding motif 1 [Source:NCBI gene;Acc:100101642]",48.79,7,149932,1731,2134,89,402,15
"ENSCHAG00000008718"," angptl2b","ENSCHAG00000008718",105905313,"protein_coding","Atlantic herring",7,24.155001,"angiopoietin-related protein 2-like [Source:NCBI gene;Acc:105905313]",48.53,3,27917,1590,3151,436,1123,5
"ENSCHAG00000016998"," adrb3a","ENSCHAG00000016998",NA,"protein_coding","Atlantic herring",7,26.915926,"adrenoceptor beta 3a [Source:ZFIN;Acc:ZDB-GENE-080917-21]",43.72,1,24069,1380,2515,NA,1134,2
"ENSCHAG00000017006"," npm2a","ENSCHAG00000017006",NA,"protein_coding","Atlantic herring",7,26.945463,"nucleophosmin/nucleoplasmin, 2a [Source:ZFIN;Acc:ZDB-GENE-060810-57]",40.03,2,1895,414,642,2,287.5,4
"ENSCHAG00000017021"," got1l1","ENSCHAG00000017021",105895275,"protein_coding","Atlantic herring",7,26.947848,"aspartate aminotransferase, cytoplasmic-like [Source:NCBI gene;Acc:105895275]",44.96,1,4525,1203,1203,NA,NA,8
"ENSCHAG00000017082"," ","ENSCHAG00000017082",NA,"protein_coding","Atlantic herring",7,26.963322,"",48.27,1,2483,2484,2484,NA,NA,1
"ENSCHAG00000017087"," prlhr2a","ENSCHAG00000017087",105895297,"protein_coding","Atlantic herring",7,26.976427,"prolactin-releasing peptide receptor-like [Source:NCBI gene;Acc:105895297]",47.85,2,6277,1068,1068,NA,NA,3
"ENSCHAG00000017130"," ","ENSCHAG00000017130",NA,"protein_coding","Atlantic herring",7,26.990874,"",42.13,1,1499,741,997,253,1,2
"ENSCHAG00000017140"," ","ENSCHAG00000017140",NA,"protein_coding","Atlantic herring",7,26.997454,"",44.74,2,25044,2082,3919,NA,1836,4.5
"ENSCHAG00000017179"," adgra2","ENSCHAG00000017179",NA,"protein_coding","Atlantic herring",7,27.0248,"adhesion G protein-coupled receptor A2 [Source:NCBI gene;Acc:560700]",49.57,5,64079,3675,5905,854,2229,18
"ENSCHAG00000018351"," pdlim2","ENSCHAG00000018351",NA,"protein_coding","Atlantic herring",7,27.095065,"PDZ and LIM domain 2 (mystique) [Source:ZFIN;Acc:ZDB-GENE-070308-4]",50.47,1,47080,987,1027,39,NA,9
"ENSCHAG00000018358"," sorbs3","ENSCHAG00000018358",NA,"protein_coding","Atlantic herring",7,27.154889,"sorbin and SH3 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-050327-1]",45.98,1,39136,2364,3472,453,199,20
"ENSCHAG00000018364"," sytl1","ENSCHAG00000018364",NA,"protein_coding","Atlantic herring",7,27.196219,"synaptotagmin-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-439]",43.54,1,13190,1605,3476,29,1840,14
"ENSCHAG00000000295"," ebf2","ENSCHAG00000000295",NA,"protein_coding","Atlantic herring",7,27.789192,"EBF transcription factor 2 [Source:NCBI gene;Acc:30692]",46.8,1,30819,1779,2323,510,32,15
"ENSCHAG00000000329"," ","ENSCHAG00000000329",NA,"protein_coding","Atlantic herring",7,27.91063,"",46.95,1,3543,1008,1008,NA,NA,7
"ENSCHAG00000001526"," ank1a","ENSCHAG00000001526",NA,"protein_coding","Atlantic herring",7,28.012625,"ankyrin 1, erythrocytic a [Source:ZFIN;Acc:ZDB-GENE-041010-44]",47.44,10,63280,4371,5287,519.5,999,35
"ENSCHAG00000007056"," ","ENSCHAG00000007056",NA,"protein_coding","Atlantic herring",7,28.088866,"",47.09,1,7736,1686,3713,491,1042,7
"ENSCHAG00000008415"," msi2a","ENSCHAG00000008415",NA,"protein_coding","Atlantic herring",8,20.325406,"musashi RNA-binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-030826-25]",48.22,6,255158,1002,1217.5,227,34,12.5
"ENSCHAG00000009171"," ","ENSCHAG00000009171",NA,"protein_coding","Atlantic herring",8,20.533901,"",50.78,1,706,291,291,NA,NA,3
"ENSCHAG00000009272"," nf1b","ENSCHAG00000009272",NA,"protein_coding","Atlantic herring",8,20.593279,"neurofibromin 1b [Source:ZFIN;Acc:ZDB-GENE-091111-4]",46.14,5,65210,8163,8206,42,NA,57
"ENSCHAG00000022972"," DYNC2H1","ENSCHAG00000022972",NA,"protein_coding","Atlantic herring",9,3.772498,"dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]",47.89,6,168639,12570,12841,134.5,NA,90.5
"ENSCHAG00000013767"," ","ENSCHAG00000013767",NA,"protein_coding","Atlantic herring",10,13.050205,"",44.61,1,13230,552,5240,1708.5,1268,5
"ENSCHAG00000013781"," ","ENSCHAG00000013781",NA,"protein_coding","Atlantic herring",10,13.06016,"",50.63,1,3159,306,306,NA,NA,3
"ENSCHAG00000015279"," osbpl9","ENSCHAG00000015279",105898331,"protein_coding","Atlantic herring",10,14.872002,"oxysterol binding protein like 9 [Source:NCBI gene;Acc:105898331]",43.6,10,60056,2182.5,2360,NA,298,23
"ENSCHAG00000016469"," ","ENSCHAG00000016469",NA,"protein_coding","Atlantic herring",10,14.909263,"",56.2,1,668,300,300,NA,NA,2
"ENSCHAG00000016498"," cirbpa","ENSCHAG00000016498",NA,"protein_coding","Atlantic herring",10,14.920111,"cold inducible RNA binding protein a [Source:ZFIN;Acc:ZDB-GENE-050417-329]",53.85,1,779,420,420,NA,NA,2
"ENSCHAG00000016538"," ","ENSCHAG00000016538",NA,"protein_coding","Atlantic herring",10,14.926851,"",48.17,1,1201,261,261,NA,NA,2
"ENSCHAG00000016561"," ","ENSCHAG00000016561",NA,"protein_coding","Atlantic herring",10,14.938493,"",54.94,1,647,360,360,NA,NA,2
"ENSCHAG00000016569"," ","ENSCHAG00000016569",NA,"protein_coding","Atlantic herring",10,14.961346,"",55.22,1,631,312,312,NA,NA,2
"ENSCHAG00000016604"," tor3a","ENSCHAG00000016604",105898305,"protein_coding","Atlantic herring",10,14.966313,"torsin family 3 member A [Source:NCBI gene;Acc:105898305]",42.08,1,3991,1104,1815,31,NA,8
"ENSCHAG00000016619"," calr","ENSCHAG00000016619",NA,"protein_coding","Atlantic herring",10,14.972373,"calreticulin [Source:ZFIN;Acc:ZDB-GENE-030131-4042]",43.82,1,3872,1278,1278,NA,NA,9
"ENSCHAG00000016805"," inpp5d","ENSCHAG00000016805",NA,"protein_coding","Atlantic herring",10,14.985309,"inositol polyphosphate-5-phosphatase D [Source:ZFIN;Acc:ZDB-GENE-100922-30]",42.31,3,18417,3316.5,3947,443,372,24
"ENSCHAG00000016938"," gpr17","ENSCHAG00000016938",NA,"protein_coding","Atlantic herring",10,15.0062,"G protein-coupled receptor 17 [Source:ZFIN;Acc:ZDB-GENE-100922-133]",51.66,1,1871,1029,1284,NA,254,2
"ENSCHAG00000017017"," ","ENSCHAG00000017017",NA,"protein_coding","Atlantic herring",10,15.012879,"si:ch73-194h10.2 [Source:ZFIN;Acc:ZDB-GENE-100921-21]",43.02,5,22020,5934,5934,NA,NA,44
"ENSCHAG00000019008"," sap130a","ENSCHAG00000019008",105898313,"protein_coding","Atlantic herring",10,15.03886,"Sin3A associated protein 130 [Source:NCBI gene;Acc:105898313]",47.56,4,10527,3079.5,4542.5,NA,1462,19.5
"ENSCHAG00000019851"," amotl2a","ENSCHAG00000019851",105898320,"protein_coding","Atlantic herring",10,15.062801,"angiomotin like 2 [Source:NCBI gene;Acc:105898320]",45.97,1,11307,2184,4712,152,2221,11
"ENSCHAG00000019891"," im:7152348","ENSCHAG00000019891",NA,"protein_coding","Atlantic herring",10,15.11758,"im:7152348 [Source:ZFIN;Acc:ZDB-GENE-041111-308]",62.66,1,398,399,399,NA,NA,1
"ENSCHAG00000019900"," rab6ba","ENSCHAG00000019900",NA,"protein_coding","Atlantic herring",10,15.129666,"RAB6B, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-050809-136]",46.39,5,76112,672,1026,311,1830,8
"ENSCHAG00000026155"," anos1b","ENSCHAG00000026155",105898256,"protein_coding","Atlantic herring",10,16.057925,"anosmin-1-like [Source:NCBI gene;Acc:105898256]",45.32,2,41015,1918.5,1919.5,NA,0,14
"ENSCHAG00000026165"," lsg1","ENSCHAG00000026165",NA,"protein_coding","Atlantic herring",10,16.104166,"large 60S subunit nuclear export GTPase 1 [Source:NCBI gene;Acc:323464]",41.68,3,9157,1905,2141,268,NA,15
"ENSCHAG00000026174"," ","ENSCHAG00000026174",NA,"protein_coding","Atlantic herring",10,16.114078,"",49.69,1,816,372,372,NA,NA,5
"ENSCHAG00000000397"," fam43a","ENSCHAG00000000397",NA,"protein_coding","Atlantic herring",10,16.11411,"family with sequence similarity 43 member A [Source:ZFIN;Acc:ZDB-GENE-030131-6098]",49.9,1,1031,1032,1032,NA,NA,1
"ENSCHAG00000000458"," ","ENSCHAG00000000458",NA,"protein_coding","Atlantic herring",10,16.233383,"",41.25,1,7131,645,645,NA,NA,4
"ENSCHAG00000000499"," ","ENSCHAG00000000499",105898258,"protein_coding","Atlantic herring",10,16.253803,"histamine H3 receptor-like [Source:NCBI gene;Acc:105898258]",41.89,1,6330,1326,2047,80,639,3
"ENSCHAG00000001490"," osbpl1a","ENSCHAG00000001490",NA,"protein_coding","Atlantic herring",10,16.273279,"oxysterol binding protein-like 1A [Source:ZFIN;Acc:ZDB-GENE-050208-657]",42.44,10,16650,1830,3116,194,522,17
"ENSCHAG00000006840"," ttc39c","ENSCHAG00000006840",105898295,"protein_coding","Atlantic herring",10,16.314551,"tetratricopeptide repeat protein 39C-like [Source:NCBI gene;Acc:105898295]",40.01,5,12749,1683,3046,886,1371,15
"ENSCHAG00000007705"," ankrd29","ENSCHAG00000007705",105898271,"protein_coding","Atlantic herring",10,16.334581,"ankyrin repeat domain 29 [Source:NCBI gene;Acc:105898271]",39.77,2,7753,894,1847,280,671,10
"ENSCHAG00000007839"," VPS4B","ENSCHAG00000007839",105898282,"protein_coding","Atlantic herring",10,16.342516,"vacuolar protein sorting-associated protein 4B-like [Source:NCBI gene;Acc:105898282]",40.98,7,4550,1312.5,1312.5,NA,NA,11
"ENSCHAG00000008788"," plekhb2","ENSCHAG00000008788",105898340,"protein_coding","Atlantic herring",10,16.348931,"pleckstrin homology domain containing B2 [Source:NCBI gene;Acc:105898340]",40.59,1,4463,690,1432,370,NA,8
"ENSCHAG00000008804"," ing5a","ENSCHAG00000008804",105898337,"protein_coding","Atlantic herring",10,16.354781,"inhibitor of growth protein 5-like [Source:NCBI gene;Acc:105898337]",39.53,2,4469,726,726,NA,NA,8
"ENSCHAG00000008846"," cep19","ENSCHAG00000008846",105898284,"protein_coding","Atlantic herring",10,16.361421,"centrosomal protein 19 [Source:NCBI gene;Acc:105898284]",45.35,1,837,489,489,NA,NA,2
"ENSCHAG00000008849"," pigx","ENSCHAG00000008849",105898276,"protein_coding","Atlantic herring",10,16.363144,"phosphatidylinositol glycan anchor biosynthesis class X [Source:NCBI gene;Acc:105898276]",40.62,1,10568,771,3849,NA,125,20
"ENSCHAG00000009466"," pak2b","ENSCHAG00000009466",105898321,"protein_coding","Atlantic herring",10,16.364509,"p21 (RAC1) activated kinase 2 [Source:NCBI gene;Acc:105898321]",40.81,8,9203,1534.5,3326,191,887,14
"ENSCHAG00000009696"," ticam1","ENSCHAG00000009696",NA,"protein_coding","Atlantic herring",10,16.401305,"toll-like receptor adaptor molecule 1 [Source:ZFIN;Acc:ZDB-GENE-040219-2]",60.11,1,1982,1983,1983,NA,NA,1
"ENSCHAG00000002346"," palm1a","ENSCHAG00000002346",NA,"protein_coding","Atlantic herring",10,28.93596,"paralemmin 1a [Source:ZFIN;Acc:ZDB-GENE-050417-409]",48.8,4,27220,1248,1637,388,NA,6
"ENSCHAG00000002478"," si:ch211-262i1.3","ENSCHAG00000002478",NA,"protein_coding","Atlantic herring",10,28.972028,"si:ch211-262i1.3 [Source:ZFIN;Acc:ZDB-GENE-141222-7]",50.24,3,8926,3606,4119,126,444,4
"ENSCHAG00000002621"," ","ENSCHAG00000002621",NA,"protein_coding","Atlantic herring",10,28.986637,"",47.52,1,3905,1743,2023,85,107,4
"ENSCHAG00000002764"," ptbp1b","ENSCHAG00000002764",105896446,"protein_coding","Atlantic herring",10,28.992209,"polypyrimidine tract binding protein 1 [Source:NCBI gene;Acc:105896446]",47.58,8,16143,1678.5,1678.5,488,NA,13
"ENSCHAG00000005190"," si:ch211-262i1.6","ENSCHAG00000005190",105896436,"protein_coding","Atlantic herring",10,29.011102,"family with sequence similarity 174 member C [Source:NCBI gene;Acc:105896436]",42.91,1,3220,426,2923,NA,2496,2
"ENSCHAG00000005203"," efna2b","ENSCHAG00000005203",NA,"protein_coding","Atlantic herring",10,29.053494,"ephrin-A2b [Source:ZFIN;Acc:ZDB-GENE-141120-2]",48.14,1,148926,630,741,NA,110,4
"ENSCHAG00000010810"," ","ENSCHAG00000010810",NA,"protein_coding","Atlantic herring",11,0.729459,"si:ch211-269k10.2 [Source:ZFIN;Acc:ZDB-GENE-131120-171]",51.2,1,10894,2337,2827,NA,489,8
"ENSCHAG00000010900"," si:ch73-22o12.1","ENSCHAG00000010900",NA,"protein_coding","Atlantic herring",11,0.768535,"si:ch73-22o12.1 [Source:ZFIN;Acc:ZDB-GENE-110411-27]",49.18,1,32053,1539,3496,NA,1956,7
"ENSCHAG00000010910"," ","ENSCHAG00000010910",NA,"protein_coding","Atlantic herring",11,0.807023,"",49.17,3,14108,1758,1758,NA,NA,6
"ENSCHAG00000011054"," ","ENSCHAG00000011054",NA,"protein_coding","Atlantic herring",11,0.872047,"",49.1,10,50919,2952,4681,425.5,1608,19.5
"ENSCHAG00000012279"," rabac1","ENSCHAG00000012279",105893534,"protein_coding","Atlantic herring",11,0.927234,"Rab acceptor 1 [Source:NCBI gene;Acc:105893534]",46.16,2,5697,649.5,2256.5,43,1562,4.5
"ENSCHAG00000012313"," dedd1","ENSCHAG00000012313",NA,"protein_coding","Atlantic herring",11,0.934499,"death effector domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-000616-2]",50.47,4,14779,882,1310,155.5,156,5.5
"ENSCHAG00000006133"," phf1","ENSCHAG00000006133",105891741,"protein_coding","Atlantic herring",11,6.516487,"PHD finger protein 1 [Source:NCBI gene;Acc:105891741]",45.32,8,12145,1410,1954,271,441,13
