# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000008805	ENSCHAG00000008805	ENSCHAT00000018597	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000009288	ENSCHAG00000009288	ENSCHAT00000020302	protein_coding	0	1	0	28	0	0	0	0	25	0	0	0	0	0	0	0	1	3
ENSCHAG00000009288	ENSCHAG00000009288	ENSCHAT00000020324	protein_coding	0	1	0	28	0	0	0	0	25	0	0	0	0	0	0	0	1	3
ENSCHAG00000009395	ENSCHAG00000009395	ENSCHAT00000019807		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000010438	ENSCHAG00000010438	ENSCHAT00000022572	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000010450	ENSCHAG00000010450	ENSCHAT00000022587		0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000010451	ENSCHAG00000010451	ENSCHAT00000022590		0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000010770	ENSCHAG00000010770	ENSCHAT00000023376	snoRNA	0	0	0	21	0	0	0	19	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000010774	ENSCHAG00000010774	ENSCHAT00000023383	snoRNA	0	0	0	22	0	0	0	16	0	0	1	0	0	0	0	0	0	5
ENSCHAG00000010776	ENSCHAG00000010776	ENSCHAT00000023387	snoRNA	0	0	0	22	0	0	0	14	0	0	0	0	0	0	0	0	0	8
ENSCHAG00000010910	ENSCHAG00000010910	ENSCHAT00000023881	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000010910	ENSCHAG00000010910	ENSCHAT00000023913	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000010910	ENSCHAG00000010910	ENSCHAT00000023965	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCHAG00000011028	ENSCHAG00000011028	ENSCHAT00000023978		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011032	ENSCHAG00000011032	ENSCHAT00000023979		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000024174	protein_coding	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000024217	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000024265	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000024322	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000024347	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000025331	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000025898	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000025944	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000027272	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000011179	ENSCHAG00000011179	ENSCHAT00000024430	protein_coding	1	0	1	6	0	0	0	6	0	1	0	0	0	0	1	0	0	0
ENSCHAG00000012379	ENSCHAG00000012379	ENSCHAT00000027510		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000012443	ENSCHAG00000012443	ENSCHAT00000028753	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000012443	ENSCHAG00000012443	ENSCHAT00000028793	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000012443	ENSCHAG00000012443	ENSCHAT00000028825	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000012443	ENSCHAG00000012443	ENSCHAT00000028868	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000012443	ENSCHAG00000012443	ENSCHAT00000028893	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000012443	ENSCHAG00000012443	ENSCHAT00000028937	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000012985	ENSCHAG00000012985	ENSCHAT00000029021	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000013549	ENSCHAG00000013549	ENSCHAT00000030491	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000013549	ENSCHAG00000013549	ENSCHAT00000030510	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000013592	ENSCHAG00000013592	ENSCHAT00000030560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000014788	ENSCHAG00000014788	ENSCHAT00000033486	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000014801	ENSCHAG00000014801	ENSCHAT00000033518	protein_coding	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	6
ENSCHAG00000014813	ENSCHAG00000014813	ENSCHAT00000033530	protein_coding	0	1	0	11	2	0	0	6	0	0	0	0	0	1	0	0	0	3
ENSCHAG00000015135	ENSCHAG00000015135	ENSCHAT00000034690	protein_coding	0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	1
ENSCHAG00000015135	ENSCHAG00000015135	ENSCHAT00000034723	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
ENSCHAG00000015261	ENSCHAG00000015261	ENSCHAT00000034629		0	0	0	19	0	0	0	9	1	0	1	0	0	0	0	0	0	8
ENSCHAG00000015261	ENSCHAG00000015261	ENSCHAT00000034631		0	0	0	14	0	0	0	9	1	0	1	0	0	0	0	0	0	3
ENSCHAG00000015267	ENSCHAG00000015267	ENSCHAT00000034633	protein_coding	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	8
ENSCHAG00000015334	ENSCHAG00000015334	ENSCHAT00000034862	protein_coding	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	3
ENSCHAG00000015770	ENSCHAG00000015770	ENSCHAT00000035847		0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	2
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000040403	protein_coding	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000040519	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000040769	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000040859	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000040965	protein_coding	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000041032	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000041093	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000041148	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000041200	protein_coding	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1
ENSCHAG00000015864	ENSCHAG00000015864	ENSCHAT00000041216	protein_coding	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1
ENSCHAG00000017294	ENSCHAG00000017294	ENSCHAT00000040247	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
ENSCHAG00000017294	ENSCHAG00000017294	ENSCHAT00000040341	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
ENSCHAG00000017294	ENSCHAG00000017294	ENSCHAT00000040387	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
ENSCHAG00000017294	ENSCHAG00000017294	ENSCHAT00000040411	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ENSCHAG00000017294	ENSCHAG00000017294	ENSCHAT00000040509	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ENSCHAG00000017483	ENSCHAG00000017483	ENSCHAT00000040124	snoRNA	0	0	0	59	0	0	0	30	0	0	0	0	0	0	0	0	0	29
ENSCHAG00000017485	ENSCHAG00000017485	ENSCHAT00000040129	snoRNA	0	0	0	59	0	0	0	37	0	0	0	0	0	0	0	0	0	22
ENSCHAG00000017488	ENSCHAG00000017488	ENSCHAT00000040132	snoRNA	0	0	0	58	0	0	0	43	0	0	2	0	0	0	0	0	0	13
ENSCHAG00000017489	ENSCHAG00000017489	ENSCHAT00000040139	snoRNA	0	0	0	55	0	0	0	42	0	0	0	0	0	0	0	0	0	13
ENSCHAG00000017493	ENSCHAG00000017493	ENSCHAT00000040147	snoRNA	0	0	0	54	0	0	0	46	0	0	0	0	0	0	0	0	0	8
ENSCHAG00000017496	ENSCHAG00000017496	ENSCHAT00000040155	snoRNA	0	0	0	54	0	0	0	49	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000017501	ENSCHAG00000017501	ENSCHAT00000040163	snoRNA	0	0	0	54	0	0	0	49	0	0	1	0	0	0	0	0	0	4
ENSCHAG00000017507	ENSCHAG00000017507	ENSCHAT00000040170	snoRNA	0	0	0	56	0	0	0	51	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000017510	ENSCHAG00000017510	ENSCHAT00000040181	protein_coding	0	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000017513	ENSCHAG00000017513	ENSCHAT00000040210	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000017647	ENSCHAG00000017647	ENSCHAT00000040609	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000017650	ENSCHAG00000017650	ENSCHAT00000040623	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000017939	ENSCHAG00000017939	ENSCHAT00000041355		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000017941	ENSCHAG00000017941	ENSCHAT00000041358		0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ENSCHAG00000017941	ENSCHAG00000017941	ENSCHAT00000041362		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000046749	protein_coding	0	3	0	18	0	0	0	0	16	0	0	0	0	0	0	0	3	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047287	protein_coding	0	1	0	20	0	0	0	0	18	0	0	0	0	0	0	0	1	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047590	protein_coding	0	2	0	19	0	0	0	0	17	0	0	0	0	0	0	0	2	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047681	protein_coding	0	1	0	20	0	0	0	0	18	0	0	0	0	0	0	0	1	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047765	protein_coding	0	3	0	18	0	0	0	0	17	0	0	0	0	1	0	0	2	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047830	protein_coding	0	1	0	20	0	0	0	0	18	0	0	0	0	0	0	0	1	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047860	protein_coding	0	2	0	19	0	0	0	0	17	0	0	0	0	0	0	0	2	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047888	protein_coding	0	1	1	12	0	0	0	0	10	1	0	0	0	0	0	0	1	2
ENSCHAG00000017948	ENSCHAG00000017948	ENSCHAT00000047908	protein_coding	0	1	1	12	0	0	0	0	10	1	0	0	0	0	0	0	1	2
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044729	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044754	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044778	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044841	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044868	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044890	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044899	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018371	ENSCHAG00000018371	ENSCHAT00000044926	protein_coding	0	2	0	21	5	0	0	8	10	0	0	0	0	2	0	0	0	0
ENSCHAG00000018392	ENSCHAG00000018392	ENSCHAT00000042473	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000018760	ENSCHAG00000018760	ENSCHAT00000043351	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000019078	ENSCHAG00000019078	ENSCHAT00000044124	protein_coding	0	1	0	10	0	0	0	0	7	0	0	0	0	1	0	0	0	4
ENSCHAG00000019078	ENSCHAG00000019078	ENSCHAT00000044169	protein_coding	0	1	0	10	0	0	0	0	5	0	0	0	0	1	0	0	0	6
ENSCHAG00000019078	ENSCHAG00000019078	ENSCHAT00000044199	protein_coding	0	1	0	10	0	0	0	0	5	0	0	0	0	1	0	0	0	6
ENSCHAG00000019078	ENSCHAG00000019078	ENSCHAT00000044247	protein_coding	0	1	0	10	0	0	0	0	5	0	0	0	0	1	0	0	0	6
ENSCHAG00000019164	ENSCHAG00000019164	ENSCHAT00000044289	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ENSCHAG00000020286	ENSCHAG00000020286	ENSCHAT00000047258	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000021009	ENSCHAG00000021009	ENSCHAT00000048894	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000021732	ENSCHAG00000021732	ENSCHAT00000051214	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021732	ENSCHAG00000021732	ENSCHAT00000051252	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021732	ENSCHAG00000021732	ENSCHAT00000051404	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021732	ENSCHAG00000021732	ENSCHAT00000051474	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021732	ENSCHAG00000021732	ENSCHAT00000051492	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021732	ENSCHAG00000021732	ENSCHAT00000051509	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSCHAG00000021912	ENSCHAG00000021912	ENSCHAT00000051310	protein_coding	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000021993	ENSCHAG00000021993	ENSCHAT00000051549	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0
ENSCHAG00000022005	ENSCHAG00000022005	ENSCHAT00000051584	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000022168	ENSCHAG00000022168	ENSCHAT00000052008	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000022173	ENSCHAG00000022173	ENSCHAT00000052014	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ENSCHAG00000022177	ENSCHAG00000022177	ENSCHAT00000052032	pseudogene	0	0	0	10	0	0	0	5	0	0	1	0	0	0	0	0	0	4
ENSCHAG00000022184	ENSCHAG00000022184	ENSCHAT00000052055	protein_coding	0	1	1	3	0	0	0	3	0	1	0	0	0	0	0	0	1	0
ENSCHAG00000022197	ENSCHAG00000022197	ENSCHAT00000052091	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000022197	ENSCHAG00000022197	ENSCHAT00000052102	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022231	ENSCHAG00000022231	ENSCHAT00000052133	protein_coding	0	2	1	22	2	0	0	7	13	1	0	0	0	0	0	0	2	0
ENSCHAG00000022231	ENSCHAG00000022231	ENSCHAT00000052153	protein_coding	0	1	0	24	2	0	0	7	12	0	0	0	0	0	0	0	1	3
ENSCHAG00000022290	ENSCHAG00000022290	ENSCHAT00000052276	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	0	0	0	2
ENSCHAG00000022430	ENSCHAG00000022430	ENSCHAT00000053351	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022430	ENSCHAG00000022430	ENSCHAT00000053393	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022430	ENSCHAG00000022430	ENSCHAT00000053413	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022430	ENSCHAG00000022430	ENSCHAT00000053422	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022430	ENSCHAG00000022430	ENSCHAT00000053447	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022430	ENSCHAG00000022430	ENSCHAT00000053489	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000022571	ENSCHAG00000022571	ENSCHAT00000053005		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000022709	ENSCHAG00000022709	ENSCHAT00000053627	pseudogene	0	0	0	26	0	0	0	0	24	0	0	0	0	0	0	0	0	2
ENSCHAG00000022815	ENSCHAG00000022815	ENSCHAT00000053675	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000022815	ENSCHAG00000022815	ENSCHAT00000053687	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000022830	ENSCHAG00000022830	ENSCHAT00000053733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000022852	ENSCHAG00000022852	ENSCHAT00000053745		0	0	0	25	0	0	0	0	23	0	1	0	0	0	0	0	0	1
ENSCHAG00000022852	ENSCHAG00000022852	ENSCHAT00000053747		0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	1
ENSCHAG00000022853	ENSCHAG00000022853	ENSCHAT00000053748		0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	5
ENSCHAG00000022854	ENSCHAG00000022854	ENSCHAT00000053750		0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000023324	ENSCHAG00000023324	ENSCHAT00000054900	protein_coding	0	0	0	15	0	0	0	1	12	0	0	0	0	0	0	0	0	2
ENSCHAG00000023330	ENSCHAG00000023330	ENSCHAT00000054923	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000023390	ENSCHAG00000023390	ENSCHAT00000055092	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000023399	ENSCHAG00000023399	ENSCHAT00000055105	protein_coding	0	0	0	10	0	0	1	0	6	0	0	0	0	0	0	0	0	3
ENSCHAG00000023399	ENSCHAG00000023399	ENSCHAT00000055109	protein_coding	0	1	0	9	0	0	0	0	4	0	0	0	0	0	0	0	1	5
ENSCHAG00000023407	ENSCHAG00000023407	ENSCHAT00000055117	protein_coding	0	0	0	11	0	0	0	1	1	0	0	0	0	0	0	0	0	9
ENSCHAG00000023724	ENSCHAG00000023724	ENSCHAT00000056002	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000023726	ENSCHAG00000023726	ENSCHAT00000056012		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000023728	ENSCHAG00000023728	ENSCHAT00000056024	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000024991	ENSCHAG00000024991	ENSCHAT00000059466	protein_coding	0	0	0	4	0	0	1	1	1	0	0	0	0	0	0	0	0	1
ENSCHAG00000025041	ENSCHAG00000025041	ENSCHAT00000059586		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025041	ENSCHAG00000025041	ENSCHAT00000059587		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025652	ENSCHAG00000025652	ENSCHAT00000061203	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	0	1	2
ENSCHAG00000025652	ENSCHAG00000025652	ENSCHAT00000061218	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	0	1	2
ENSCHAG00000025652	ENSCHAG00000025652	ENSCHAT00000061239	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	0	1	2
ENSCHAG00000025652	ENSCHAG00000025652	ENSCHAT00000061255	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	0	1	2
ENSCHAG00000025710	ENSCHAG00000025710	ENSCHAT00000061281	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025760	ENSCHAG00000025760	ENSCHAT00000061423		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025791	ENSCHAG00000025791	ENSCHAT00000061540	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000025847	ENSCHAG00000025847	ENSCHAT00000061642	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025847	ENSCHAG00000025847	ENSCHAT00000061648	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025847	ENSCHAG00000025847	ENSCHAT00000061667	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCHAG00000025862	ENSCHAG00000025862	ENSCHAT00000061678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025865	ENSCHAG00000025865	ENSCHAT00000061747	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000025865	ENSCHAG00000025865	ENSCHAT00000061759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025865	ENSCHAG00000025865	ENSCHAT00000061784	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025891	ENSCHAG00000025891	ENSCHAT00000061796	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
ENSCHAG00000025891	ENSCHAG00000025891	ENSCHAT00000061801	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
ENSCHAG00000025904	ENSCHAG00000025904	ENSCHAT00000061817		0	0	0	12	0	0	0	2	0	0	1	0	0	0	0	0	0	9
ENSCHAG00000025904	ENSCHAG00000025904	ENSCHAT00000061820		0	0	0	12	0	0	0	4	1	0	0	0	0	0	0	0	0	7
ENSCHAG00000025915	ENSCHAG00000025915	ENSCHAT00000061846	snoRNA	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000025916	ENSCHAG00000025916	ENSCHAT00000061848	snoRNA	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000025936	ENSCHAG00000025936	ENSCHAT00000061913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000026212	ENSCHAG00000026212	ENSCHAT00000062642		0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	1
ENSCHAG00000026215	ENSCHAG00000026215	ENSCHAT00000062647	protein_coding	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	6
ENSCHAG00000026449	ENSCHAG00000026449	ENSCHAT00000063344	protein_coding	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	13
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064775	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064776	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064778	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064781	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064785	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064787	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
