# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000009974	ENSCHAG00000009974	ENSCHAT00000021408	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0
ENSCHAG00000009996	ENSCHAG00000009996	ENSCHAT00000021427		0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0
ENSCHAG00000010000	ENSCHAG00000010000	ENSCHAT00000021465	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
ENSCHAG00000010000	ENSCHAG00000010000	ENSCHAT00000021493	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
ENSCHAG00000010441	ENSCHAG00000010441	ENSCHAT00000025534	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	3
ENSCHAG00000010441	ENSCHAG00000010441	ENSCHAT00000025703	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010441	ENSCHAG00000010441	ENSCHAT00000025745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010441	ENSCHAG00000010441	ENSCHAT00000025798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010441	ENSCHAG00000010441	ENSCHAT00000025816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010441	ENSCHAG00000010441	ENSCHAT00000025855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010806	ENSCHAG00000010806	ENSCHAT00000023451		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000010810	ENSCHAG00000010810	ENSCHAT00000023628	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000010886	ENSCHAG00000010886	ENSCHAT00000023642		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010886	ENSCHAG00000010886	ENSCHAT00000023644		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010886	ENSCHAG00000010886	ENSCHAT00000023649		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000010910	ENSCHAG00000010910	ENSCHAT00000023881	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
ENSCHAG00000010910	ENSCHAG00000010910	ENSCHAT00000023913	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
ENSCHAG00000010910	ENSCHAG00000010910	ENSCHAT00000023965	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
ENSCHAG00000010958	ENSCHAG00000010958	ENSCHAT00000023810	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	0	3
ENSCHAG00000010966	ENSCHAG00000010966	ENSCHAT00000023824		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000010968	ENSCHAG00000010968	ENSCHAT00000023830	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCHAG00000010970	ENSCHAG00000010970	ENSCHAT00000023833		0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
ENSCHAG00000010970	ENSCHAG00000010970	ENSCHAT00000023840		0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
ENSCHAG00000011028	ENSCHAG00000011028	ENSCHAT00000023978		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000011032	ENSCHAG00000011032	ENSCHAT00000023979		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000029869	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000029974	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030277	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030379	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030432	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030511	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030589	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030612	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030671	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011043	ENSCHAG00000011043	ENSCHAT00000030795	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000011054	ENSCHAG00000011054	ENSCHAT00000024174	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
ENSCHAG00000012157	ENSCHAG00000012157	ENSCHAT00000026973		0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	3
ENSCHAG00000012211	ENSCHAG00000012211	ENSCHAT00000027107		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2
ENSCHAG00000012211	ENSCHAG00000012211	ENSCHAT00000027113		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2
ENSCHAG00000012211	ENSCHAG00000012211	ENSCHAT00000027114		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2
ENSCHAG00000012211	ENSCHAG00000012211	ENSCHAT00000027117		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2
ENSCHAG00000012951	ENSCHAG00000012951	ENSCHAT00000028940	protein_coding	0	2	3	93	0	0	0	12	79	3	0	0	0	0	2	2
ENSCHAG00000012961	ENSCHAG00000012961	ENSCHAT00000028953	protein_coding	0	0	1	8	0	0	0	8	0	1	0	0	0	0	0	0
ENSCHAG00000012971	ENSCHAG00000012971	ENSCHAT00000029025	protein_coding	0	0	1	64	0	0	0	10	54	1	0	0	0	0	0	0
ENSCHAG00000013498	ENSCHAG00000013498	ENSCHAT00000030312		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000013498	ENSCHAG00000013498	ENSCHAT00000030314		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000013676	ENSCHAG00000013676	ENSCHAT00000030753		0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0
ENSCHAG00000013702	ENSCHAG00000013702	ENSCHAT00000030821	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2
ENSCHAG00000013711	ENSCHAG00000013711	ENSCHAT00000030836	protein_coding	0	0	0	6	1	0	0	1	1	0	0	0	0	0	0	3
ENSCHAG00000013716	ENSCHAG00000013716	ENSCHAT00000030855		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
ENSCHAG00000013759	ENSCHAG00000013759	ENSCHAT00000030973		0	0	0	11	0	0	0	5	1	0	2	0	0	0	0	3
ENSCHAG00000014068	ENSCHAG00000014068	ENSCHAT00000031760		0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	1
ENSCHAG00000014070	ENSCHAG00000014070	ENSCHAT00000031766		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2
ENSCHAG00000014076	ENSCHAG00000014076	ENSCHAT00000031912	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000014076	ENSCHAG00000014076	ENSCHAT00000032075	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000014509	ENSCHAG00000014509	ENSCHAT00000032803	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000015625	ENSCHAG00000015625	ENSCHAT00000035441	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	1
ENSCHAG00000015716	ENSCHAG00000015716	ENSCHAT00000035684	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
ENSCHAG00000016080	ENSCHAG00000016080	ENSCHAT00000036611	protein_coding	0	2	0	21	0	0	0	8	10	0	0	0	0	0	2	3
ENSCHAG00000016309	ENSCHAG00000016309	ENSCHAT00000037126		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0
ENSCHAG00000016311	ENSCHAG00000016311	ENSCHAT00000037135	protein_coding	0	0	0	12	0	0	0	1	9	0	0	0	0	0	0	2
ENSCHAG00000016311	ENSCHAG00000016311	ENSCHAT00000037150	protein_coding	0	0	0	10	0	0	0	1	9	0	0	0	0	0	0	0
ENSCHAG00000016311	ENSCHAG00000016311	ENSCHAT00000037170	protein_coding	0	0	0	10	0	0	0	1	9	0	0	0	0	0	0	0
ENSCHAG00000016313	ENSCHAG00000016313	ENSCHAT00000037145		0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	3
ENSCHAG00000016336	ENSCHAG00000016336	ENSCHAT00000037200	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3
ENSCHAG00000016336	ENSCHAG00000016336	ENSCHAT00000037209	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3
ENSCHAG00000017316	ENSCHAG00000017316	ENSCHAT00000041484	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0
ENSCHAG00000017316	ENSCHAG00000017316	ENSCHAT00000041694	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0
ENSCHAG00000017316	ENSCHAG00000017316	ENSCHAT00000041735	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0
ENSCHAG00000017316	ENSCHAG00000017316	ENSCHAT00000041914	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0
ENSCHAG00000017850	ENSCHAG00000017850	ENSCHAT00000041224	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000017889	ENSCHAG00000017889	ENSCHAT00000041236		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
ENSCHAG00000017891	ENSCHAG00000017891	ENSCHAT00000041238		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
ENSCHAG00000017894	ENSCHAG00000017894	ENSCHAT00000041274	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1
ENSCHAG00000017926	ENSCHAG00000017926	ENSCHAT00000041806	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSCHAG00000017926	ENSCHAG00000017926	ENSCHAT00000041866	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSCHAG00000018162	ENSCHAG00000018162	ENSCHAT00000041877		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000018164	ENSCHAG00000018164	ENSCHAT00000041879		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ENSCHAG00000018166	ENSCHAG00000018166	ENSCHAT00000041881		0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0
ENSCHAG00000018167	ENSCHAG00000018167	ENSCHAT00000041922	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ENSCHAG00000018167	ENSCHAG00000018167	ENSCHAT00000041943	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ENSCHAG00000018167	ENSCHAG00000018167	ENSCHAT00000041962	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ENSCHAG00000018199	ENSCHAG00000018199	ENSCHAT00000041999	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043182	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043200	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043216	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043240	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043254	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043459	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043487	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043508	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043534	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0
ENSCHAG00000018288	ENSCHAG00000018288	ENSCHAT00000043590	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0
ENSCHAG00000018377	ENSCHAG00000018377	ENSCHAT00000042507	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ENSCHAG00000018392	ENSCHAG00000018392	ENSCHAT00000042473	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000018427	ENSCHAG00000018427	ENSCHAT00000042520		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
ENSCHAG00000018441	ENSCHAG00000018441	ENSCHAT00000042566	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000018457	ENSCHAG00000018457	ENSCHAT00000042578		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000018458	ENSCHAG00000018458	ENSCHAT00000042583		0	0	0	6	0	0	0	4	0	0	1	0	0	0	0	1
ENSCHAG00000018897	ENSCHAG00000018897	ENSCHAT00000043685		0	0	0	64	0	0	0	4	60	0	0	0	0	0	0	0
ENSCHAG00000018897	ENSCHAG00000018897	ENSCHAT00000043688		0	0	0	17	0	0	0	5	1	0	0	0	0	0	0	11
ENSCHAG00000018965	ENSCHAG00000018965	ENSCHAT00000043830	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000018979	ENSCHAG00000018979	ENSCHAT00000043860	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0
ENSCHAG00000018979	ENSCHAG00000018979	ENSCHAT00000043872	protein_coding	0	0	0	7	0	0	0	2	5	0	0	0	0	0	0	0
ENSCHAG00000019145	ENSCHAG00000019145	ENSCHAT00000044260	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0
ENSCHAG00000019147	ENSCHAG00000019147	ENSCHAT00000044281	protein_coding	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	6
ENSCHAG00000019153	ENSCHAG00000019153	ENSCHAT00000044642	protein_coding	0	2	0	6	0	0	0	0	3	0	0	0	0	0	2	3
ENSCHAG00000019190	ENSCHAG00000019190	ENSCHAT00000044431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000019225	ENSCHAG00000019225	ENSCHAT00000044485	protein_coding	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	11
ENSCHAG00000019245	ENSCHAG00000019245	ENSCHAT00000044520	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000019260	ENSCHAG00000019260	ENSCHAT00000044597	protein_coding	0	1	1	12	0	0	0	5	1	1	0	0	0	0	1	6
ENSCHAG00000019286	ENSCHAG00000019286	ENSCHAT00000044708	protein_coding	0	1	1	14	0	0	0	7	1	1	0	0	0	0	1	6
ENSCHAG00000019286	ENSCHAG00000019286	ENSCHAT00000044740	protein_coding	0	1	1	14	0	0	0	7	1	1	0	0	0	0	1	6
ENSCHAG00000019286	ENSCHAG00000019286	ENSCHAT00000044839	protein_coding	0	1	1	13	0	0	0	6	1	1	0	0	0	0	1	6
ENSCHAG00000019286	ENSCHAG00000019286	ENSCHAT00000044872	protein_coding	0	1	1	13	0	0	0	6	1	1	0	0	0	0	1	6
ENSCHAG00000019286	ENSCHAG00000019286	ENSCHAT00000044920	protein_coding	0	1	1	9	0	0	0	3	0	1	0	0	0	0	1	6
ENSCHAG00000019296	ENSCHAG00000019296	ENSCHAT00000044650	protein_coding	0	0	1	6	0	0	0	2	2	1	0	0	0	0	0	2
ENSCHAG00000019307	ENSCHAG00000019307	ENSCHAT00000044665		0	0	0	6	0	0	0	3	0	0	3	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000044909	protein_coding	0	1	0	6	0	0	0	3	3	0	0	0	0	0	1	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045046	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045103	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045164	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0
ENSCHAG00000019311	ENSCHAG00000019311	ENSCHAT00000045188	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0
ENSCHAG00000019825	ENSCHAG00000019825	ENSCHAT00000045980		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000020724	ENSCHAG00000020724	ENSCHAT00000048210		0	0	0	7	0	0	0	6	1	0	0	0	0	0	0	0
ENSCHAG00000021134	ENSCHAG00000021134	ENSCHAT00000049195	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
ENSCHAG00000021195	ENSCHAG00000021195	ENSCHAT00000049370	protein_coding	0	0	0	9	0	0	0	5	4	0	0	0	0	0	0	0
ENSCHAG00000021787	ENSCHAG00000021787	ENSCHAT00000050976		0	0	0	4	0	0	0	1	0	0	3	0	0	0	0	0
ENSCHAG00000021808	ENSCHAG00000021808	ENSCHAT00000051038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000022053	ENSCHAG00000022053	ENSCHAT00000051683		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
ENSCHAG00000022061	ENSCHAG00000022061	ENSCHAT00000051706	protein_coding	0	0	0	13	0	0	0	1	2	0	0	0	0	0	0	10
ENSCHAG00000022061	ENSCHAG00000022061	ENSCHAT00000051718	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
ENSCHAG00000022709	ENSCHAG00000022709	ENSCHAT00000053627	pseudogene	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0
ENSCHAG00000022815	ENSCHAG00000022815	ENSCHAT00000053675	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000022815	ENSCHAG00000022815	ENSCHAT00000053687	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSCHAG00000022830	ENSCHAG00000022830	ENSCHAT00000053733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000022991	ENSCHAG00000022991	ENSCHAT00000054045	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055131	protein_coding	0	0	0	8	1	0	0	0	7	0	0	0	0	0	0	0
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055178	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055266	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055291	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000023511	ENSCHAG00000023511	ENSCHAT00000055405	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000023524	ENSCHAG00000023524	ENSCHAT00000055508	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000023524	ENSCHAG00000023524	ENSCHAT00000055516	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000023569	ENSCHAG00000023569	ENSCHAT00000055713	protein_coding	0	0	0	22	3	0	0	6	13	0	0	0	0	0	0	0
ENSCHAG00000023569	ENSCHAG00000023569	ENSCHAT00000055761	protein_coding	0	0	0	22	3	0	0	6	13	0	0	0	0	0	0	0
ENSCHAG00000023569	ENSCHAG00000023569	ENSCHAT00000055772	protein_coding	0	0	0	22	3	0	0	6	13	0	0	0	0	0	0	0
ENSCHAG00000023992	ENSCHAG00000023992	ENSCHAT00000056757	protein_coding	0	0	0	122	0	0	1	0	112	0	0	0	0	0	0	9
ENSCHAG00000024000	ENSCHAG00000024000	ENSCHAT00000056777	protein_coding	0	0	0	122	0	0	1	0	112	0	0	0	0	0	0	9
ENSCHAG00000024016	ENSCHAG00000024016	ENSCHAT00000056827	protein_coding	0	0	0	129	0	0	0	7	116	0	0	0	0	0	0	6
ENSCHAG00000024016	ENSCHAG00000024016	ENSCHAT00000056831	protein_coding	0	0	0	22	0	0	0	11	5	0	0	0	0	0	0	6
ENSCHAG00000024016	ENSCHAG00000024016	ENSCHAT00000056839	protein_coding	0	1	0	118	0	1	1	7	99	0	0	0	0	0	0	11
ENSCHAG00000024016	ENSCHAG00000024016	ENSCHAT00000056844	protein_coding	0	0	0	17	0	0	2	7	6	0	0	0	0	0	0	2
ENSCHAG00000024026	ENSCHAG00000024026	ENSCHAT00000056863	protein_coding	0	1	1	45	0	0	0	0	26	1	0	0	0	0	1	19
ENSCHAG00000024034	ENSCHAG00000024034	ENSCHAT00000056873	protein_coding	0	1	3	33	4	0	1	19	0	3	0	0	0	0	1	9
ENSCHAG00000024038	ENSCHAG00000024038	ENSCHAT00000056883	protein_coding	0	0	0	15	0	0	0	8	0	0	0	0	0	0	0	7
ENSCHAG00000024075	ENSCHAG00000024075	ENSCHAT00000058005	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000024075	ENSCHAG00000024075	ENSCHAT00000058085	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000024075	ENSCHAG00000024075	ENSCHAT00000058097	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000024075	ENSCHAG00000024075	ENSCHAT00000058114	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000024480	ENSCHAG00000024480	ENSCHAT00000058220		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000024480	ENSCHAG00000024480	ENSCHAT00000058234		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000024480	ENSCHAG00000024480	ENSCHAT00000058249		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000024480	ENSCHAG00000024480	ENSCHAT00000058265		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
ENSCHAG00000024522	ENSCHAG00000024522	ENSCHAT00000058270		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000024526	ENSCHAG00000024526	ENSCHAT00000058294	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000024639	ENSCHAG00000024639	ENSCHAT00000058542		0	0	0	10	0	0	0	1	6	0	0	0	0	0	0	3
ENSCHAG00000024670	ENSCHAG00000024670	ENSCHAT00000058601	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000024674	ENSCHAG00000024674	ENSCHAT00000058612	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
ENSCHAG00000025243	ENSCHAG00000025243	ENSCHAT00000060121	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
ENSCHAG00000025249	ENSCHAG00000025249	ENSCHAT00000060128	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000025250	ENSCHAG00000025250	ENSCHAT00000060136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000025760	ENSCHAG00000025760	ENSCHAT00000061423		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000025791	ENSCHAG00000025791	ENSCHAT00000061540	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
ENSCHAG00000026042	ENSCHAG00000026042	ENSCHAT00000062156		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000026588	ENSCHAG00000026588	ENSCHAT00000063798	protein_coding	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	8
ENSCHAG00000026597	ENSCHAG00000026597	ENSCHAT00000063820	protein_coding	0	3	3	25	1	0	1	11	4	3	0	0	3	0	1	10
ENSCHAG00000026599	ENSCHAG00000026599	ENSCHAT00000063828	protein_coding	0	0	1	20	0	0	0	18	0	1	0	0	0	0	0	2
ENSCHAG00000026601	ENSCHAG00000026601	ENSCHAT00000063834	protein_coding	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	2
ENSCHAG00000027666	ENSCHAG00000027666	ENSCHAT00000066923		0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
ENSCHAG00000027666	ENSCHAG00000027666	ENSCHAT00000066924		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HTR1B	ENSCHAG00000016315	ENSCHAT00000037189	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	3
JAZF1	ENSCHAG00000014005	ENSCHAT00000031697	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
LRRTM4	ENSCHAG00000018459	ENSCHAT00000042592	protein_coding	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	6
MAN1A1	ENSCHAG00000015286	ENSCHAT00000034793	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0	0
MAN1A1	ENSCHAG00000015286	ENSCHAT00000034835	protein_coding	0	0	0	13	0	0	0	2	11	0	0	0	0	0	0	0
MAN1A1	ENSCHAG00000015286	ENSCHAT00000034868	protein_coding	0	0	0	16	0	0	0	2	14	0	0	0	0	0	0	0
MAN1A1	ENSCHAG00000015286	ENSCHAT00000034887	protein_coding	0	0	0	13	0	0	0	2	11	0	0	0	0	0	0	0
MAN1A1	ENSCHAG00000015286	ENSCHAT00000034933	protein_coding	0	0	0	15	0	0	0	1	14	0	0	0	0	0	0	0
