# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000011225	ENSCHAG00000011225	ENSCHAT00000024532		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000011290	ENSCHAG00000011290	ENSCHAT00000024661	protein_coding	0	10	7	43	0	0	0	0	40	7	0	0	0	3	10	3
ENSCHAG00000011290	ENSCHAG00000011290	ENSCHAT00000024680	protein_coding	0	10	7	43	0	0	0	0	40	7	0	0	0	3	10	3
ENSCHAG00000011290	ENSCHAG00000011290	ENSCHAT00000024697	protein_coding	0	10	7	43	0	0	0	0	40	7	0	0	0	3	10	3
ENSCHAG00000011312	ENSCHAG00000011312	ENSCHAT00000024785	protein_coding	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	4
ENSCHAG00000011355	ENSCHAG00000011355	ENSCHAT00000024891	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000011468	ENSCHAG00000011468	ENSCHAT00000025156	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
ENSCHAG00000011808	ENSCHAG00000011808	ENSCHAT00000026081	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000011820	ENSCHAG00000011820	ENSCHAT00000026276	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	3
ENSCHAG00000011820	ENSCHAG00000011820	ENSCHAT00000026326	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	3
ENSCHAG00000011820	ENSCHAG00000011820	ENSCHAT00000026397	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	3
ENSCHAG00000011938	ENSCHAG00000011938	ENSCHAT00000026417		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
ENSCHAG00000011938	ENSCHAG00000011938	ENSCHAT00000026420		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
ENSCHAG00000011950	ENSCHAG00000011950	ENSCHAT00000026436	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
ENSCHAG00000012296	ENSCHAG00000012296	ENSCHAT00000027333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000012311	ENSCHAG00000012311	ENSCHAT00000027453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000012361	ENSCHAG00000012361	ENSCHAT00000027468		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
ENSCHAG00000012390	ENSCHAG00000012390	ENSCHAT00000027579	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0
ENSCHAG00000012410	ENSCHAG00000012410	ENSCHAT00000027612	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000012629	ENSCHAG00000012629	ENSCHAT00000028166	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
ENSCHAG00000012633	ENSCHAG00000012633	ENSCHAT00000028186	protein_coding	0	0	1	8	0	0	0	5	0	1	0	0	0	0	0	3
ENSCHAG00000012707	ENSCHAG00000012707	ENSCHAT00000028392	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2
ENSCHAG00000012906	ENSCHAG00000012906	ENSCHAT00000028808	protein_coding	0	0	0	10	2	0	0	3	1	0	0	0	0	0	0	4
ENSCHAG00000012914	ENSCHAG00000012914	ENSCHAT00000028845	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000012984	ENSCHAG00000012984	ENSCHAT00000029062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000012988	ENSCHAG00000012988	ENSCHAT00000029009	protein_coding	0	1	0	9	0	0	1	6	0	0	0	0	0	0	1	2
ENSCHAG00000013001	ENSCHAG00000013001	ENSCHAT00000029024		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000013004	ENSCHAG00000013004	ENSCHAT00000029031		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000013004	ENSCHAG00000013004	ENSCHAT00000029049		0	0	0	7	0	0	0	1	1	0	1	0	0	0	0	4
ENSCHAG00000013004	ENSCHAG00000013004	ENSCHAT00000029068		0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	4
ENSCHAG00000013027	ENSCHAG00000013027	ENSCHAT00000029096		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
ENSCHAG00000013028	ENSCHAG00000013028	ENSCHAT00000029143	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000029576	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000029840	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000029877	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000029897	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000029919	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000029955	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013110	ENSCHAG00000013110	ENSCHAT00000030000	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	5
ENSCHAG00000013349	ENSCHAG00000013349	ENSCHAT00000029905	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
ENSCHAG00000013364	ENSCHAG00000013364	ENSCHAT00000029989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000013391	ENSCHAG00000013391	ENSCHAT00000030036	protein_coding	0	0	0	7	0	0	0	5	2	0	0	0	0	0	0	0
ENSCHAG00000013397	ENSCHAG00000013397	ENSCHAT00000030051		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013400	ENSCHAG00000013400	ENSCHAT00000030053		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013507	ENSCHAG00000013507	ENSCHAT00000030404	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	1
ENSCHAG00000013544	ENSCHAG00000013544	ENSCHAT00000030415		0	0	0	10	0	0	0	4	2	0	0	0	0	0	0	4
ENSCHAG00000013544	ENSCHAG00000013544	ENSCHAT00000030417		0	0	0	10	0	0	0	4	2	0	0	0	0	0	0	4
ENSCHAG00000013546	ENSCHAG00000013546	ENSCHAT00000030421		0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	4
ENSCHAG00000013549	ENSCHAG00000013549	ENSCHAT00000030491	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
ENSCHAG00000013549	ENSCHAG00000013549	ENSCHAT00000030510	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
ENSCHAG00000013592	ENSCHAG00000013592	ENSCHAT00000030560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000013724	ENSCHAG00000013724	ENSCHAT00000030872		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000013767	ENSCHAG00000013767	ENSCHAT00000030998	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	1
ENSCHAG00000013781	ENSCHAG00000013781	ENSCHAT00000031053	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
ENSCHAG00000013791	ENSCHAG00000013791	ENSCHAT00000031069		0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
ENSCHAG00000014180	ENSCHAG00000014180	ENSCHAT00000032015	protein_coding	0	0	0	50	0	0	0	31	0	0	0	0	0	0	0	19
ENSCHAG00000014187	ENSCHAG00000014187	ENSCHAT00000032085	protein_coding	0	0	1	51	0	0	0	22	5	1	0	0	0	0	0	24
ENSCHAG00000014221	ENSCHAG00000014221	ENSCHAT00000032107	protein_coding	0	1	5	69	0	0	4	34	13	5	0	0	0	0	1	18
ENSCHAG00000014221	ENSCHAG00000014221	ENSCHAT00000032125	protein_coding	0	1	0	74	0	0	4	34	18	0	0	0	0	0	1	18
ENSCHAG00000015390	ENSCHAG00000015390	ENSCHAT00000034884	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
ENSCHAG00000015422	ENSCHAG00000015422	ENSCHAT00000034943		0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	12
ENSCHAG00000015426	ENSCHAG00000015426	ENSCHAT00000034945	protein_coding	0	3	2	24	0	0	0	6	0	2	0	0	0	0	3	18
ENSCHAG00000015431	ENSCHAG00000015431	ENSCHAT00000035013	protein_coding	0	1	5	9	0	0	0	0	0	5	0	0	0	0	1	9
ENSCHAG00000015482	ENSCHAG00000015482	ENSCHAT00000035111	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
ENSCHAG00000015563	ENSCHAG00000015563	ENSCHAT00000035329	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000015635	ENSCHAG00000015635	ENSCHAT00000035463	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	2
ENSCHAG00000015759	ENSCHAG00000015759	ENSCHAT00000036300	protein_coding	0	5	4	57	0	0	0	18	27	4	0	0	0	2	3	14
ENSCHAG00000015759	ENSCHAG00000015759	ENSCHAT00000036323	protein_coding	0	2	3	61	0	0	0	40	8	3	0	0	0	1	1	14
ENSCHAG00000015759	ENSCHAG00000015759	ENSCHAT00000036361	protein_coding	0	2	4	60	0	0	0	30	14	4	0	0	0	2	0	18
ENSCHAG00000015759	ENSCHAG00000015759	ENSCHAT00000036409	protein_coding	0	1	2	63	0	0	0	21	20	2	0	0	0	0	1	22
ENSCHAG00000015759	ENSCHAG00000015759	ENSCHAT00000036482	protein_coding	0	2	3	61	0	0	0	17	23	3	0	0	0	1	1	22
ENSCHAG00000015759	ENSCHAG00000015759	ENSCHAT00000036528	protein_coding	0	5	3	54	2	0	0	5	9	3	0	0	0	0	5	38
ENSCHAG00000015875	ENSCHAG00000015875	ENSCHAT00000036136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000016164	ENSCHAG00000016164	ENSCHAT00000037140	protein_coding	0	0	0	10	2	0	0	1	6	0	0	0	0	0	0	1
ENSCHAG00000016346	ENSCHAG00000016346	ENSCHAT00000037230		0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
ENSCHAG00000016349	ENSCHAG00000016349	ENSCHAT00000037234		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
ENSCHAG00000016469	ENSCHAG00000016469	ENSCHAT00000037559	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2
ENSCHAG00000016538	ENSCHAG00000016538	ENSCHAT00000037699	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSCHAG00000016561	ENSCHAG00000016561	ENSCHAT00000037732	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000016569	ENSCHAG00000016569	ENSCHAT00000037770	protein_coding	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	25
ENSCHAG00000016592	ENSCHAG00000016592	ENSCHAT00000037788	snoRNA	0	0	0	28	0	0	0	16	0	0	3	0	0	0	0	9
ENSCHAG00000016594	ENSCHAG00000016594	ENSCHAT00000037793	snoRNA	0	0	0	28	0	0	0	16	0	0	0	0	0	0	0	12
ENSCHAG00000016597	ENSCHAG00000016597	ENSCHAT00000037804	snoRNA	0	0	0	28	0	0	0	10	0	0	0	0	0	0	0	18
ENSCHAG00000016600	ENSCHAG00000016600	ENSCHAT00000037809	snoRNA	0	0	0	28	0	0	0	10	0	0	0	0	0	0	0	18
ENSCHAG00000016613	ENSCHAG00000016613	ENSCHAT00000037842	snoRNA	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	24
ENSCHAG00000016616	ENSCHAG00000016616	ENSCHAT00000037849	snoRNA	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	25
ENSCHAG00000017053	ENSCHAG00000017053	ENSCHAT00000038992	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000017053	ENSCHAG00000017053	ENSCHAT00000039009	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000017053	ENSCHAG00000017053	ENSCHAT00000039038	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000017053	ENSCHAG00000017053	ENSCHAT00000039065	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000017053	ENSCHAG00000017053	ENSCHAT00000039113	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000017053	ENSCHAG00000017053	ENSCHAT00000039127	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
ENSCHAG00000017082	ENSCHAG00000017082	ENSCHAT00000039092	protein_coding	0	2	0	8	0	0	0	1	0	0	0	0	0	0	2	7
ENSCHAG00000017130	ENSCHAG00000017130	ENSCHAT00000039208	protein_coding	0	0	1	11	0	0	0	5	0	1	0	0	0	0	0	6
ENSCHAG00000017140	ENSCHAG00000017140	ENSCHAT00000039228	protein_coding	0	0	0	21	1	0	0	6	13	0	0	0	0	0	0	1
ENSCHAG00000017140	ENSCHAG00000017140	ENSCHAT00000039242	protein_coding	0	0	0	14	0	0	0	3	10	0	0	0	0	0	0	1
ENSCHAG00000017181	ENSCHAG00000017181	ENSCHAT00000039314	protein_coding	0	1	0	23	0	0	0	0	23	0	0	0	0	0	1	0
ENSCHAG00000017231	ENSCHAG00000017231	ENSCHAT00000039445		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000017232	ENSCHAG00000017232	ENSCHAT00000039447		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000017233	ENSCHAG00000017233	ENSCHAT00000039455	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
ENSCHAG00000017233	ENSCHAG00000017233	ENSCHAT00000039468	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
ENSCHAG00000017247	ENSCHAG00000017247	ENSCHAT00000039482	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	2
ENSCHAG00000017269	ENSCHAG00000017269	ENSCHAT00000039535	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2
ENSCHAG00000017311	ENSCHAG00000017311	ENSCHAT00000039651	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	3
ENSCHAG00000017313	ENSCHAG00000017313	ENSCHAT00000039666	protein_coding	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	2
ENSCHAG00000017604	ENSCHAG00000017604	ENSCHAT00000040594	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040877	protein_coding	0	0	0	34	0	0	0	0	34	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040893	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040907	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040925	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0
ENSCHAG00000017746	ENSCHAG00000017746	ENSCHAT00000040929	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0
ENSCHAG00000017769	ENSCHAG00000017769	ENSCHAT00000040968	protein_coding	0	5	12	0	0	0	0	0	0	12	0	0	0	0	5	0
ENSCHAG00000017905	ENSCHAG00000017905	ENSCHAT00000041283	protein_coding	0	5	1	32	2	0	5	8	3	1	0	0	0	0	5	14
ENSCHAG00000017915	ENSCHAG00000017915	ENSCHAT00000041336	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
ENSCHAG00000017940	ENSCHAG00000017940	ENSCHAT00000041402	protein_coding	0	1	0	3	0	0	0	1	0	0	0	0	0	0	1	2
ENSCHAG00000017950	ENSCHAG00000017950	ENSCHAT00000041437	protein_coding	0	0	0	23	0	0	0	2	21	0	0	0	0	0	0	0
ENSCHAG00000017966	ENSCHAG00000017966	ENSCHAT00000041422		0	0	0	46	0	0	0	8	38	0	0	0	0	0	0	0
ENSCHAG00000017966	ENSCHAG00000017966	ENSCHAT00000041426		0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
ENSCHAG00000018128	ENSCHAG00000018128	ENSCHAT00000041805		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000018171	ENSCHAG00000018171	ENSCHAT00000041969	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000042374	protein_coding	0	0	0	6	0	0	0	2	3	0	0	0	0	0	0	1
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000042385	protein_coding	0	0	1	37	0	0	0	2	32	1	0	0	0	0	0	3
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000043543	protein_coding	0	0	1	33	0	0	0	4	27	1	0	0	0	0	0	2
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000043787	protein_coding	0	0	1	32	0	0	0	3	27	1	0	0	0	0	0	2
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000043875	protein_coding	0	0	1	32	0	0	0	3	27	1	0	0	0	0	0	2
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000043970	protein_coding	0	0	1	30	0	0	0	3	27	1	0	0	0	0	0	0
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000044011	protein_coding	0	0	1	33	0	0	0	3	27	1	0	0	0	0	0	3
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000044056	protein_coding	0	0	1	33	0	0	0	3	27	1	0	0	0	0	0	3
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000044104	protein_coding	0	0	1	32	0	0	0	3	27	1	0	0	0	0	0	2
ENSCHAG00000018269	ENSCHAG00000018269	ENSCHAT00000044147	protein_coding	0	0	1	32	0	0	0	3	27	1	0	0	0	0	0	2
ENSCHAG00000019130	ENSCHAG00000019130	ENSCHAT00000044231	protein_coding	0	1	0	5	0	0	0	2	3	0	0	0	0	0	1	0
ENSCHAG00000019130	ENSCHAG00000019130	ENSCHAT00000044248	protein_coding	0	1	0	5	0	0	0	2	3	0	0	0	0	0	1	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046091	protein_coding	0	0	0	15	4	0	0	6	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046123	protein_coding	0	0	0	15	4	0	0	6	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046160	protein_coding	0	0	0	15	4	0	0	6	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046246	protein_coding	0	0	0	15	4	0	0	6	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046282	protein_coding	0	0	0	15	4	0	0	6	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046297	protein_coding	0	0	0	10	0	0	0	5	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046353	protein_coding	0	0	0	10	0	0	0	5	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046389	protein_coding	0	0	0	10	0	0	0	5	5	0	0	0	0	0	0	0
ENSCHAG00000019189	ENSCHAG00000019189	ENSCHAT00000046425	protein_coding	0	0	0	10	0	0	0	5	5	0	0	0	0	0	0	0
ENSCHAG00000019625	ENSCHAG00000019625	ENSCHAT00000045500	protein_coding	0	0	0	12	0	0	1	4	4	0	0	0	0	0	0	3
ENSCHAG00000019922	ENSCHAG00000019922	ENSCHAT00000046309	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
ENSCHAG00000020583	ENSCHAG00000020583	ENSCHAT00000047869		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	1
ENSCHAG00000020700	ENSCHAG00000020700	ENSCHAT00000048166	protein_coding	0	0	0	66	0	0	0	9	56	0	0	0	0	0	0	1
ENSCHAG00000020716	ENSCHAG00000020716	ENSCHAT00000048176	snRNA	0	0	0	23	0	0	0	11	0	0	0	0	0	0	0	12
ENSCHAG00000020718	ENSCHAG00000020718	ENSCHAT00000048181	snoRNA	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	9
ENSCHAG00000020721	ENSCHAG00000020721	ENSCHAT00000048186	protein_coding	0	0	5	70	0	0	1	17	43	5	0	0	0	0	0	9
ENSCHAG00000020721	ENSCHAG00000020721	ENSCHAT00000048197	protein_coding	0	1	5	50	5	0	1	29	7	5	0	0	0	1	0	9
ENSCHAG00000020725	ENSCHAG00000020725	ENSCHAT00000048211		0	0	0	52	0	0	0	19	0	0	2	0	0	0	0	31
ENSCHAG00000020726	ENSCHAG00000020726	ENSCHAT00000048214		0	1	0	84	0	0	0	14	35	0	1	0	0	1	0	35
ENSCHAG00000020726	ENSCHAG00000020726	ENSCHAT00000048217		0	1	0	72	0	0	0	13	22	0	3	0	0	1	0	35
ENSCHAG00000020726	ENSCHAG00000020726	ENSCHAT00000048219		0	1	0	72	0	0	0	13	22	0	3	0	0	1	0	35
ENSCHAG00000020732	ENSCHAG00000020732	ENSCHAT00000048226	protein_coding	0	2	8	85	8	1	4	34	26	8	0	0	0	1	0	13
ENSCHAG00000020732	ENSCHAG00000020732	ENSCHAT00000048243	protein_coding	0	1	3	90	8	0	0	34	35	3	0	0	0	1	0	13
ENSCHAG00000020744	ENSCHAG00000020744	ENSCHAT00000048282	protein_coding	0	0	3	90	0	0	0	34	16	3	0	0	0	0	0	40
ENSCHAG00000020972	ENSCHAG00000020972	ENSCHAT00000048992	pseudogene	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
ENSCHAG00000021036	ENSCHAG00000021036	ENSCHAT00000049136	protein_coding	0	1	0	6	0	0	0	4	1	0	0	0	0	0	1	1
ENSCHAG00000021066	ENSCHAG00000021066	ENSCHAT00000049002		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
ENSCHAG00000021340	ENSCHAG00000021340	ENSCHAT00000049723	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	4
ENSCHAG00000021515	ENSCHAG00000021515	ENSCHAT00000050410	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	3
ENSCHAG00000021515	ENSCHAG00000021515	ENSCHAT00000050465	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	3
ENSCHAG00000021515	ENSCHAG00000021515	ENSCHAT00000050499	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	3
ENSCHAG00000022356	ENSCHAG00000022356	ENSCHAT00000052507	protein_coding	1	9	29	58	6	0	0	2	22	29	0	1	0	6	6	32
ENSCHAG00000022356	ENSCHAG00000022356	ENSCHAT00000052531	protein_coding	0	8	27	62	6	0	0	2	24	27	0	0	0	3	6	32
ENSCHAG00000022356	ENSCHAG00000022356	ENSCHAT00000052565	protein_coding	1	5	23	72	0	0	0	27	10	23	0	1	0	0	5	36
ENSCHAG00000022401	ENSCHAG00000022401	ENSCHAT00000052572		0	0	0	55	0	0	0	32	1	0	4	0	0	0	0	18
ENSCHAG00000022624	ENSCHAG00000022624	ENSCHAT00000053164		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
ENSCHAG00000022925	ENSCHAG00000022925	ENSCHAT00000053934	protein_coding	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	3
ENSCHAG00000022991	ENSCHAG00000022991	ENSCHAT00000054045	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000022995	ENSCHAG00000022995	ENSCHAT00000054048		0	0	0	13	0	0	0	1	2	0	0	0	0	0	0	10
ENSCHAG00000022995	ENSCHAG00000022995	ENSCHAT00000054053		0	0	0	12	0	0	0	1	2	0	0	0	0	0	0	9
ENSCHAG00000022995	ENSCHAG00000022995	ENSCHAT00000054060		0	0	0	13	0	0	0	1	2	0	0	0	0	0	0	10
ENSCHAG00000023139	ENSCHAG00000023139	ENSCHAT00000054403		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000023139	ENSCHAG00000023139	ENSCHAT00000054406		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSCHAG00000023236	ENSCHAG00000023236	ENSCHAT00000054723	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055131	protein_coding	0	0	0	8	1	0	0	0	7	0	0	0	0	0	0	0
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055178	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055266	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000023380	ENSCHAG00000023380	ENSCHAT00000055291	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ENSCHAG00000023511	ENSCHAG00000023511	ENSCHAT00000055405	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSCHAG00000023524	ENSCHAG00000023524	ENSCHAT00000055508	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000023524	ENSCHAG00000023524	ENSCHAT00000055516	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
ENSCHAG00000023569	ENSCHAG00000023569	ENSCHAT00000055713	protein_coding	0	0	0	22	3	0	0	6	13	0	0	0	0	0	0	0
ENSCHAG00000023569	ENSCHAG00000023569	ENSCHAT00000055761	protein_coding	0	0	0	22	3	0	0	6	13	0	0	0	0	0	0	0
ENSCHAG00000023569	ENSCHAG00000023569	ENSCHAT00000055772	protein_coding	0	0	0	22	3	0	0	6	13	0	0	0	0	0	0	0
ENSCHAG00000023574	ENSCHAG00000023574	ENSCHAT00000055557		0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2
ENSCHAG00000023593	ENSCHAG00000023593	ENSCHAT00000055632	protein_coding	0	0	0	7	0	0	0	2	3	0	0	0	0	0	0	2
