"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000002175"," b3gnt2b","ENSCHAG00000002175",NA,"protein_coding","Atlantic herring",13,22.973715,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2b [Source:ZFIN;Acc:ZDB-GENE-050913-158]",59.52,1,1538,1056,1056,NA,NA,5
"ENSCHAG00000017287"," pde10a","ENSCHAG00000017287",NA,"protein_coding","Atlantic herring",13,27.226899,"phosphodiesterase 10A [Source:ZFIN;Acc:ZDB-GENE-040426-1115]",46.92,9,89722,2301,2483,527,269.5,22
"ENSCHAG00000018910"," tbxtb","ENSCHAG00000018910",NA,"protein_coding","Atlantic herring",13,27.345076,"T-box transcription factor Tb [Source:ZFIN;Acc:ZDB-GENE-081028-48]",44.37,1,5749,1296,1634,NA,337,8
"ENSCHAG00000018974"," sft2d1","ENSCHAG00000018974",NA,"protein_coding","Atlantic herring",13,27.377654,"SFT2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1350]",44.82,4,22538,465,1507,486,617,7
"ENSCHAG00000018989"," supt4h1","ENSCHAG00000018989",NA,"protein_coding","Atlantic herring",13,27.399642,"SPT4 homolog, DSIF elongation factor subunit [Source:NCBI gene;Acc:436782]",39.25,2,2623,324,1263,135,870,2.5
"ENSCHAG00000019019"," lhcgr","ENSCHAG00000019019",NA,"protein_coding","Atlantic herring",13,27.405705,"luteinizing hormone/choriogonadotropin receptor [Source:ZFIN;Acc:ZDB-GENE-040806-3]",44.65,1,18474,1983,1983,NA,NA,9
"ENSCHAG00000019090"," mertka","ENSCHAG00000019090",NA,"protein_coding","Atlantic herring",13,27.427646,"c-mer proto-oncogene tyrosine kinase a [Source:ZFIN;Acc:ZDB-GENE-081107-1]",45.43,1,27425,2781,3296,NA,514,20
"ENSCHAG00000019364"," zc3h6","ENSCHAG00000019364",NA,"protein_coding","Atlantic herring",13,27.491242,"zinc finger CCCH-type containing 6 [Source:ZFIN;Acc:ZDB-GENE-120727-18]",47.89,7,123391,2676,3305,257,364,4
"ENSCHAG00000019479"," itga9","ENSCHAG00000019479",NA,"protein_coding","Atlantic herring",13,27.51602,"integrin, alpha 9 [Source:ZFIN;Acc:ZDB-GENE-040426-1129]",49.55,1,20165,1122,2019,NA,896,10
"ENSCHAG00000019529"," itga9","ENSCHAG00000019529",NA,"protein_coding","Atlantic herring",13,27.538745,"integrin, alpha 9 [Source:ZFIN;Acc:ZDB-GENE-040426-1129]",48.32,2,171672,2985,3093,NA,107,21.5
"ENSCHAG00000019807"," fbln7","ENSCHAG00000019807",NA,"protein_coding","Atlantic herring",13,27.594505,"fibulin 7 [Source:ZFIN;Acc:ZDB-GENE-170130-2]",48.56,5,12589,1305,1305,NA,NA,8
"ENSCHAG00000002756"," si:ch211-235o23.1","ENSCHAG00000002756",NA,"protein_coding","Atlantic herring",13,29.487931,"si:ch211-235o23.1 [Source:NCBI gene;Acc:570302]",47.44,2,3631,873,1873,NA,999,3.5
"ENSCHAG00000003833"," slc39a6","ENSCHAG00000003833",NA,"protein_coding","Atlantic herring",13,29.5821,"solute carrier family 39 member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3023]",49.09,4,9117,1771.5,2289,NA,662,9
"ENSCHAG00000017656"," smyd3","ENSCHAG00000017656",NA,"protein_coding","Atlantic herring",14,3.146101,"SET and MYND domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-051120-138]",48.32,3,264909,1209,2095,311,651,10
"ENSCHAG00000017710"," sv2","ENSCHAG00000017710",NA,"protein_coding","Atlantic herring",14,3.412351,"synaptic vesicle glycoprotein 2 [Source:ZFIN;Acc:ZDB-GENE-000607-80]",48.17,3,2428,1440,1440,NA,NA,4
"ENSCHAG00000017853"," tfb2m","ENSCHAG00000017853",105890817,"protein_coding","Atlantic herring",14,3.415369,"transcription factor B2, mitochondrial [Source:NCBI gene;Acc:105890817]",46.45,2,5338,1323,1632,21,286,8.5
"ENSCHAG00000017895"," pomt2","ENSCHAG00000017895",NA,"protein_coding","Atlantic herring",14,3.420732,"protein-O-mannosyltransferase 2 [Source:NCBI gene;Acc:563878]",45.9,6,15521,2244,2244,NA,1098,22
"ENSCHAG00000018858"," lin52","ENSCHAG00000018858",NA,"protein_coding","Atlantic herring",14,3.436542,"lin-52 DREAM MuvB core complex component [Source:NCBI gene;Acc:777755]",47.15,3,26677,351,983,684,601,4
"ENSCHAG00000018950"," vsx2","ENSCHAG00000018950",NA,"protein_coding","Atlantic herring",14,3.475451,"visual system homeobox 2 [Source:NCBI gene;Acc:796163]",42.55,1,7956,1194,1923,99,628,5
"ENSCHAG00000017956"," zbtb8os","ENSCHAG00000017956",NA,"protein_coding","Atlantic herring",14,7.014331,"zinc finger and BTB domain containing 8 opposite strand [Source:NCBI gene;Acc:550382]",40.52,1,3792,291,340,48,NA,5
"ENSCHAG00000017973"," mycla","ENSCHAG00000017973",105898019,"protein_coding","Atlantic herring",14,7.023768,"MYCL proto-oncogene, bHLH transcription factor [Source:NCBI gene;Acc:105898019]",47.18,1,3774,1275,2384,250,606,3
"ENSCHAG00000018004"," mfsd2aa","ENSCHAG00000018004",NA,"protein_coding","Atlantic herring",14,7.036694,"major facilitator superfamily domain containing 2aa [Source:NCBI gene;Acc:492810]",43.88,8,15513,1524,2601,347,878,14
"ENSCHAG00000000929"," mycla","ENSCHAG00000000929",NA,"protein_coding","Atlantic herring",14,7.231046,"MYCL proto-oncogene, bHLH transcription factor a [Source:NCBI gene;Acc:405873]",47.17,1,3662,1275,2273,194,607,3
"ENSCHAG00000001370"," hadhab","ENSCHAG00000001370",NA,"protein_coding","Atlantic herring",14,7.24491,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha b [Source:ZFIN;Acc:ZDB-GENE-041111-204]",42.03,10,8983,2250,2502,299,NA,19.5
"ENSCHAG00000003723"," ","ENSCHAG00000003723",105898015,"protein_coding","Atlantic herring",14,7.25722,"ras-related protein Rab-10-like [Source:NCBI gene;Acc:105898015]",41.21,1,3709,600,1371,384.5,NA,7
"ENSCHAG00000003882"," rps6ka5","ENSCHAG00000003882",NA,"protein_coding","Atlantic herring",14,7.264977,"ribosomal protein S6 kinase, polypeptide 5 [Source:ZFIN;Acc:ZDB-GENE-130530-693]",47.26,10,25720,2412,2412,NA,NA,18
"ENSCHAG00000003474"," gtf2h5","ENSCHAG00000003474",NA,"protein_coding","Atlantic herring",15,28.268608,"general transcription factor IIH, polypeptide 5 [Source:ZFIN;Acc:ZDB-GENE-041001-144]",40.21,1,1909,216,1159,879,62,2
"ENSCHAG00000003556"," serac1","ENSCHAG00000003556",NA,"protein_coding","Atlantic herring",15,28.271634,"serine active site containing 1 [Source:NCBI gene;Acc:568022]",47.51,7,23145,1902,2004,263.5,81,14
"ENSCHAG00000005087"," myct1a","ENSCHAG00000005087",NA,"protein_coding","Atlantic herring",15,28.296205,"myc target 1a [Source:NCBI gene;Acc:796556]",48.68,1,6225,699,2079,711,667,2
"ENSCHAG00000005140"," akap12b","ENSCHAG00000005140",NA,"protein_coding","Atlantic herring",15,28.442232,"A kinase (PRKA) anchor protein 12b [Source:ZFIN;Acc:ZDB-GENE-030131-9753]",50.3,1,41170,5643,7763,381,868,5
"ENSCHAG00000024329"," nell2b","ENSCHAG00000024329",NA,"protein_coding","Atlantic herring",16,3.877159,"neural EGFL like 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8026]",45.82,10,71269,2362.5,3277,398,630,18
"ENSCHAG00000024638"," prickle1b","ENSCHAG00000024638",NA,"protein_coding","Atlantic herring",16,3.96092,"prickle homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2152]",49.9,1,20793,2889,3773,598,284,8
"ENSCHAG00000024665"," pus7l","ENSCHAG00000024665",NA,"protein_coding","Atlantic herring",16,4.097201,"pseudouridine synthase 7 like [Source:NCBI gene;Acc:561376]",45.25,2,8173,2074.5,3074.5,NA,999,8.5
"ENSCHAG00000013742"," magi2a","ENSCHAG00000013742",NA,"protein_coding","Atlantic herring",16,15.220915,"membrane associated guanylate kinase, WW and PDZ domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-050810-4]",46.97,7,212653,4182,5030,847,NA,26
"ENSCHAG00000018288"," abcc9","ENSCHAG00000018288",NA,"protein_coding","Atlantic herring",16,24.367937,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:ZFIN;Acc:ZDB-GENE-050517-23]",46.26,10,71409,4383,5636,125.5,999,36.5
"ENSCHAG00000018873"," kcnj8","ENSCHAG00000018873",105909988,"protein_coding","Atlantic herring",16,24.441029,"potassium inwardly rectifying channel subfamily J member 8 [Source:NCBI gene;Acc:105909988]",48.16,2,3172,1255.5,2234,762,430,2.5
"ENSCHAG00000018948"," cmasa","ENSCHAG00000018948",NA,"protein_coding","Atlantic herring",16,24.470975,"cytidine monophosphate N-acetylneuraminic acid synthetase a [Source:NCBI gene;Acc:561018]",42.29,1,12263,1299,2555,NA,1255,9
"ENSCHAG00000019055"," shisal1a","ENSCHAG00000019055",NA,"protein_coding","Atlantic herring",16,24.653793,"shisa like 1a [Source:NCBI gene;Acc:560435]",47.67,1,30236,600,3411,187,2622,4
"ENSCHAG00000025077"," dnajc2","ENSCHAG00000025077",NA,"protein_coding","Atlantic herring",16,26.594865,"DnaJ (Hsp40) homolog, subfamily C, member 2 [Source:NCBI gene;Acc:403080]",45.48,6,14834,1846.5,1846.5,NA,NA,16.5
"ENSCHAG00000025348"," pmpcb","ENSCHAG00000025348",NA,"protein_coding","Atlantic herring",16,26.609266,"peptidase (mitochondrial processing) beta [Source:ZFIN;Acc:ZDB-GENE-050220-10]",45.3,8,9284,1419,1539,401,200,13.5
"ENSCHAG00000025749"," wnk1b","ENSCHAG00000025749",NA,"protein_coding","Atlantic herring",16,26.674855,"WNK lysine deficient protein kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2656]",49.95,2,100312,5409,5928,518,NA,20
"ENSCHAG00000025791"," ERC1","ENSCHAG00000025791",NA,"protein_coding","Atlantic herring",16,26.859661,"ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]",47.72,10,195522,3255,4321,237,999,17
"ENSCHAG00000026035"," wnt5b","ENSCHAG00000026035",NA,"protein_coding","Atlantic herring",16,26.954079,"wingless-type MMTV integration site family, member 5b [Source:NCBI gene;Acc:30105]",50.43,3,13830,1173,1284,53,110,4
"ENSCHAG00000026056"," adipor2","ENSCHAG00000026056",NA,"protein_coding","Atlantic herring",16,27.013807,"adiponectin receptor 2 [Source:ZFIN;Acc:ZDB-GENE-041210-60]",46.38,1,10898,1074,3680,NA,2605,7
"ENSCHAG00000009863"," PALMD","ENSCHAG00000009863",NA,"protein_coding","Atlantic herring",17,9.58504,"palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]",45.15,1,13449,1551,2668,373,368,8
"ENSCHAG00000009873"," plppr4b","ENSCHAG00000009873",NA,"protein_coding","Atlantic herring",17,9.621566,"phospholipid phosphatase related 4b [Source:ZFIN;Acc:ZDB-GENE-091118-37]",49.99,1,7585,1767,1767,NA,NA,8
"ENSCHAG00000009914"," plppr5b","ENSCHAG00000009914",NA,"protein_coding","Atlantic herring",17,9.645231,"phospholipid phosphatase related 5b [Source:ZFIN;Acc:ZDB-GENE-070620-15]",45.07,4,70573,981,1701,63,275,8
"ENSCHAG00000009950"," snx7","ENSCHAG00000009950",NA,"protein_coding","Atlantic herring",17,9.729263,"sorting nexin 7 [Source:ZFIN;Acc:ZDB-GENE-040704-77]",46.45,3,21472,1317,2123,229,575,9
"ENSCHAG00000010019"," dpyda.3","ENSCHAG00000010019",105889391,"protein_coding","Atlantic herring",17,9.805418,"dihydropyrimidine dehydrogenase [Source:NCBI gene;Acc:105889391]",45.06,10,149525,3072,3764,324,685,23
"ENSCHAG00000021538"," NR2F1","ENSCHAG00000021538",NA,"protein_coding","Atlantic herring",18,2.715679,"nuclear receptor subfamily 2, group F, member 1a [Source:NCBI gene;Acc:30418]",52.38,1,524,525,525,NA,NA,1
"ENSCHAG00000021542"," fam172a","ENSCHAG00000021542",NA,"protein_coding","Atlantic herring",18,2.750935,"family with sequence similarity 172 member A [Source:NCBI gene;Acc:393390]",48.79,2,103482,1494,2523,28,999,8.5
"ENSCHAG00000021561"," slf1","ENSCHAG00000021561",NA,"protein_coding","Atlantic herring",18,2.988043,"SMC5-SMC6 complex localization factor 1 [Source:ZFIN;Acc:ZDB-GENE-141216-402]",46.78,2,27871,2721,3150,30,198,18
"ENSCHAG00000001085"," map7d1b","ENSCHAG00000001085",NA,"protein_coding","Atlantic herring",19,2.847388,"MAP7 domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080215-23]",46.77,1,54870,2052,2052,NA,NA,14
"ENSCHAG00000001178"," thrap3b","ENSCHAG00000001178",NA,"protein_coding","Atlantic herring",19,2.919116,"thyroid hormone receptor associated protein 3b [Source:ZFIN;Acc:ZDB-GENE-040516-9]",49.7,1,10635,2565,4075,NA,1509,11
"ENSCHAG00000001235"," eva1bb","ENSCHAG00000001235",NA,"protein_coding","Atlantic herring",19,2.928381,"eva-1 homolog Bb (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-080204-108]",45.02,2,9317,504,3308,73.5,2654,3
"ENSCHAG00000001270"," oscp1a","ENSCHAG00000001270",NA,"protein_coding","Atlantic herring",19,2.943056,"organic solute carrier partner 1a [Source:ZFIN;Acc:ZDB-GENE-080204-2]",46.76,1,1635,399,399,NA,NA,3
"ENSCHAG00000001289"," oscp1a","ENSCHAG00000001289",NA,"protein_coding","Atlantic herring",19,2.94602,"organic solute carrier partner 1a [Source:ZFIN;Acc:ZDB-GENE-080204-2]",40.19,1,7108,1104,1104,NA,NA,9
"ENSCHAG00000001366"," smim13","ENSCHAG00000001366",NA,"protein_coding","Atlantic herring",19,2.995549,"small integral membrane protein 13 [Source:NCBI gene;Acc:100190889]",46.41,1,2188,603,1436,121.5,587,4
"ENSCHAG00000001391"," nedd9","ENSCHAG00000001391",NA,"protein_coding","Atlantic herring",19,3.001827,"neural precursor cell expressed, developmentally down-regulated 9 [Source:ZFIN;Acc:ZDB-GENE-061013-318]",51.47,1,9673,2295,4112,816,999,5
"ENSCHAG00000001423"," tmem170b","ENSCHAG00000001423",NA,"protein_coding","Atlantic herring",19,3.058276,"transmembrane protein 170B [Source:ZFIN;Acc:ZDB-GENE-070705-331]",48.83,2,16152,498,1470,519,518.5,2.5
"ENSCHAG00000001481"," hivep1","ENSCHAG00000001481",NA,"protein_coding","Atlantic herring",19,3.173404,"HIVEP zinc finger 1 [Source:ZFIN;Acc:ZDB-GENE-070912-512]",48.79,2,14394,7759.5,7759.5,NA,NA,8.5
"ENSCHAG00000002465"," cx39.4","ENSCHAG00000002465",105895435,"protein_coding","Atlantic herring",19,3.54552,"gap junction alpha-6 protein-like [Source:NCBI gene;Acc:105895435]",62.84,1,1043,1044,1044,NA,NA,1
"ENSCHAG00000002472"," smim12","ENSCHAG00000002472",105895440,"protein_coding","Atlantic herring",19,3.558768,"small integral membrane protein 12 [Source:NCBI gene;Acc:105895440]",56.88,1,275,276,276,NA,NA,1
"ENSCHAG00000002509"," pef1","ENSCHAG00000002509",NA,"protein_coding","Atlantic herring",19,3.559779,"penta-EF-hand domain containing 1 [Source:NCBI gene;Acc:445249]",46.16,2,8734,871.5,2740,448.5,1418,4.5
"ENSCHAG00000002785"," edn1","ENSCHAG00000002785",NA,"protein_coding","Atlantic herring",19,3.698214,"endothelin 1 [Source:ZFIN;Acc:ZDB-GENE-000920-1]",44.49,1,3114,600,1831,230,999,5
"ENSCHAG00000005470"," top2b","ENSCHAG00000005470",NA,"protein_coding","Atlantic herring",19,6.678432,"DNA topoisomerase II beta [Source:ZFIN;Acc:ZDB-GENE-041008-136]",47.72,6,32406,3876,3876,NA,NA,29
"ENSCHAG00000010610"," ngly1","ENSCHAG00000010610",NA,"protein_coding","Atlantic herring",19,6.714973,"N-glycanase 1 [Source:NCBI gene;Acc:553627]",49.45,2,8976,1837.5,1837.5,NA,NA,13
"ENSCHAG00000010728"," oxsm","ENSCHAG00000010728",NA,"protein_coding","Atlantic herring",19,6.724721,"3-oxoacyl-ACP synthase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-170215-2]",62.25,1,1681,1398,1398,NA,NA,2
"ENSCHAG00000010779"," ","ENSCHAG00000010779",NA,"protein_coding","Atlantic herring",19,6.776573,"septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]",49,7,33916,1270.5,1270.5,NA,NA,13
"ENSCHAG00000012641"," si:dkey-222b8.4","ENSCHAG00000012641",NA,"protein_coding","Atlantic herring",19,6.883956,"si:dkey-222b8.4 [Source:ZFIN;Acc:ZDB-GENE-060503-438]",48.75,1,14654,1617,2186,426,141,7
"ENSCHAG00000012650"," anln","ENSCHAG00000012650",NA,"protein_coding","Atlantic herring",19,6.899636,"anillin, actin binding protein [Source:ZFIN;Acc:ZDB-GENE-030131-4486]",46.64,3,16949,3300,3734,130.5,170,21
"ENSCHAG00000012713"," ccdc126","ENSCHAG00000012713",105906345,"protein_coding","Atlantic herring",19,6.919312,"coiled-coil domain containing 126 [Source:NCBI gene;Acc:105906345]",46.24,1,4543,522,2281,346.5,1063,3
"ENSCHAG00000012717"," tra2a","ENSCHAG00000012717",NA,"protein_coding","Atlantic herring",19,6.925512,"transformer 2 alpha homolog [Source:ZFIN;Acc:ZDB-GENE-040426-1391]",48.11,2,5314,843,843,NA,NA,5.5
"ENSCHAG00000012923"," igf2bp3","ENSCHAG00000012923",NA,"protein_coding","Atlantic herring",19,6.943099,"insulin-like growth factor 2 mRNA binding protein 3 [Source:NCBI gene;Acc:30967]",45.84,5,22656,1716,2716,NA,999,13
"ENSCHAG00000014124"," gpnmb","ENSCHAG00000014124",NA,"protein_coding","Atlantic herring",19,6.967953,"glycoprotein (transmembrane) nmb [Source:ZFIN;Acc:ZDB-GENE-060503-106]",46.05,1,8268,1776,2889,NA,1112,11
"ENSCHAG00000001390"," diaph2","ENSCHAG00000001390",NA,"protein_coding","Atlantic herring",20,5.269912,"diaphanous-related formin 2 [Source:ZFIN;Acc:ZDB-GENE-090115-1]",46.03,10,489434,3369,4493,380,354,27
"ENSCHAG00000023875"," abcb7","ENSCHAG00000023875",105902971,"protein_coding","Atlantic herring",20,8.775826,"ATP binding cassette subfamily B member 7 [Source:NCBI gene;Acc:105902971]",45.06,5,32057,2019,3496,NA,1476,15
"ENSCHAG00000000613"," uprt","ENSCHAG00000000613",NA,"protein_coding","Atlantic herring",20,8.80762,"uracil phosphoribosyltransferase homolog [Source:HGNC Symbol;Acc:HGNC:28334]",41.44,3,6235,828,2153,NA,1324,8
"ENSCHAG00000001016"," zdhhc15b","ENSCHAG00000001016",NA,"protein_coding","Atlantic herring",20,8.818204,"zinc finger DHHC-type containing 15b [Source:NCBI gene;Acc:777734]",40.72,7,6585,972,1070,97,NA,10
"ENSCHAG00000001334"," fgf16","ENSCHAG00000001334",105902982,"protein_coding","Atlantic herring",20,8.89028,"fibroblast growth factor 16 [Source:NCBI gene;Acc:105902982]",45.86,1,8173,615,3567,747,2203,3
"ENSCHAG00000001593"," atrx","ENSCHAG00000001593",NA,"protein_coding","Atlantic herring",20,8.902104,"ATRX chromatin remodeler [Source:ZFIN;Acc:ZDB-GENE-030912-11]",46.88,9,52060,5382,5930,100,693,28
"ENSCHAG00000005819"," nup62l","ENSCHAG00000005819",105903949,"protein_coding","Atlantic herring",20,8.955638,"nuclear pore glycoprotein p62-like [Source:NCBI gene;Acc:105903949]",43.95,2,6903,1956,2286,171,149,12.5
"ENSCHAG00000005860"," cnga2a","ENSCHAG00000005860",105903959,"protein_coding","Atlantic herring",20,8.96456,"cyclic nucleotide gated channel subunit alpha 2 [Source:NCBI gene;Acc:105903959]",47.64,1,4665,2028,2028,NA,NA,6
"ENSCHAG00000006028"," pls3","ENSCHAG00000006028",105904116,"protein_coding","Atlantic herring",20,8.974908,"plastin-3 [Source:NCBI gene;Acc:105904116]",46.71,10,30769,1869,2022,109.5,152,15
"ENSCHAG00000009608"," magt1","ENSCHAG00000009608",105903831,"protein_coding","Atlantic herring",20,9.014168,"magnesium transporter 1 [Source:NCBI gene;Acc:105903831]",42.09,6,7516,924,1733,128,808,10
"ENSCHAG00000010210"," si:ch211-274f20.2","ENSCHAG00000010210",NA,"protein_coding","Atlantic herring",20,9.018178,"si:ch211-274f20.2 [Source:ZFIN;Acc:ZDB-GENE-091204-91]",41.78,1,12319,1587,2617,303,284,16
"ENSCHAG00000010223"," sybl1","ENSCHAG00000010223",105903840,"protein_coding","Atlantic herring",20,9.032354,"vesicle associated membrane protein 7 [Source:NCBI gene;Acc:105903840]",43.24,2,3829,582,788,102,NA,7
"ENSCHAG00000010270"," si:dkey-74k8.4","ENSCHAG00000010270",NA,"protein_coding","Atlantic herring",20,9.041871,"si:dkey-74k8.4 [Source:ZFIN;Acc:ZDB-GENE-141219-40]",42.77,1,1921,723,723,NA,NA,6
"ENSCHAG00000010309"," aldob","ENSCHAG00000010309",105903820,"protein_coding","Atlantic herring",20,9.042897,"fructose-bisphosphate aldolase B [Source:NCBI gene;Acc:105903820]",43.63,4,4998,1095,1523,139.5,146,10
"ENSCHAG00000010409"," rmnd5b","ENSCHAG00000010409",NA,"protein_coding","Atlantic herring",20,9.051058,"required for meiotic nuclear division 5 homolog B [Source:ZFIN;Acc:ZDB-GENE-040426-1744]",41.91,3,11828,1150.5,2430,67.5,1210,9
"ENSCHAG00000010669"," n4bp3","ENSCHAG00000010669",105903000,"protein_coding","Atlantic herring",20,9.066504,"NEDD4 binding protein 3 [Source:NCBI gene;Acc:105903000]",46.99,1,20868,2007,3295,113,1059,5
"ENSCHAG00000010675"," ","ENSCHAG00000010675",105903007,"protein_coding","Atlantic herring",20,9.089329,"platelet-derived growth factor receptor-like protein [Source:NCBI gene;Acc:105903007]",44.32,1,2817,1167,1459,NA,291,6
"ENSCHAG00000011347"," hdx","ENSCHAG00000011347",NA,"protein_coding","Atlantic herring",20,18.293416,"highly divergent homeobox [Source:ZFIN;Acc:ZDB-GENE-140106-165]",49.1,1,6620,2256,2615,358,NA,9
"ENSCHAG00000011379"," rps6kal","ENSCHAG00000011379",105906315,"protein_coding","Atlantic herring",20,18.306639,"ribosomal protein S6 kinase A6 [Source:NCBI gene;Acc:105906315]",46.37,10,24293,2184,3497,NA,1312,21
"ENSCHAG00000012678"," POU3F4","ENSCHAG00000012678",NA,"protein_coding","Atlantic herring",20,18.339388,"POU class 3 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:9217]",50.34,1,1326,1119,1119,NA,NA,2
"ENSCHAG00000012700"," ","ENSCHAG00000012700",105906203,"protein_coding","Atlantic herring",20,18.449322,"transmembrane protein 182-like [Source:NCBI gene;Acc:105906203]",44.83,1,9294,771,1910,204,933,5
"ENSCHAG00000012887"," sh3bgrl","ENSCHAG00000012887",NA,"protein_coding","Atlantic herring",20,18.482336,"SH3 domain binding glutamate-rich protein like [Source:ZFIN;Acc:ZDB-GENE-040426-1376]",44.91,4,3584,370.5,370.5,NA,NA,3.5
"ENSCHAG00000006379"," ","ENSCHAG00000006379",NA,"protein_coding","Atlantic herring",20,22.690776,"murine retrovirus integration site 1 homolog [Source:ZFIN;Acc:ZDB-GENE-120221-4]",47.29,1,12286,1089,1089,NA,NA,9
"ENSCHAG00000006532"," sbf2","ENSCHAG00000006532",NA,"protein_coding","Atlantic herring",20,22.743166,"SET binding factor 2 [Source:ZFIN;Acc:ZDB-GENE-030911-10]",47.07,10,53867,5343,5343,NA,NA,40
"ENSCHAG00000009376"," ipo7","ENSCHAG00000009376",NA,"protein_coding","Atlantic herring",20,22.801918,"importin 7 [Source:ZFIN;Acc:ZDB-GENE-030131-458]",46.33,9,52344,2977.5,5488,737,3005,23
"ENSCHAG00000011115"," tmem41b","ENSCHAG00000011115",NA,"protein_coding","Atlantic herring",20,22.823441,"transmembrane protein 41B [Source:NCBI gene;Acc:561208]",46.72,2,42926,846,2931,178,1905,7
"ENSCHAG00000011223"," dennd5a","ENSCHAG00000011223",NA,"protein_coding","Atlantic herring",20,22.832046,"DENN/MADD domain containing 5A [Source:ZFIN;Acc:ZDB-GENE-071211-1]",46.47,10,18974,3492,3703,242.5,546,21
"ENSCHAG00000013690"," TMEM41B","ENSCHAG00000013690",NA,"protein_coding","Atlantic herring",20,22.859025,"transmembrane protein 41B [Source:NCBI gene;Acc:561208]",48.6,1,2857,462,462,NA,NA,5
"ENSCHAG00000013726"," dennd5a","ENSCHAG00000013726",NA,"protein_coding","Atlantic herring",20,22.865831,"DENN/MADD domain containing 5A [Source:ZFIN;Acc:ZDB-GENE-071211-1]",46.61,4,19822,3580.5,4109,469,NA,22.5
"ENSCHAG00000013112"," lrp1ba","ENSCHAG00000013112",NA,"protein_coding","Atlantic herring",21,21.339885,"low density lipoprotein receptor-related protein 1Ba [Source:ZFIN;Acc:ZDB-GENE-050208-608]",46.33,1,188655,12792,12792,NA,NA,86
"ENSCHAG00000025244"," mgat5","ENSCHAG00000025244",NA,"protein_coding","Atlantic herring",21,23.183808,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-060616-238]",47.9,3,187758,2211,3157,472,NA,16
"ENSCHAG00000002437"," tmem163b","ENSCHAG00000002437",105909211,"protein_coding","Atlantic herring",21,23.380705,"transmembrane protein 163-like [Source:NCBI gene;Acc:105909211]",48.56,1,51168,846,1429,582,NA,8
"ENSCHAG00000002533"," ccnt2b","ENSCHAG00000002533",NA,"protein_coding","Atlantic herring",21,23.435775,"cyclin T2b [Source:ZFIN;Acc:ZDB-GENE-030131-183]",47.19,2,11259,1650,3466,332,1482,10.5
"ENSCHAG00000002722"," zranb3","ENSCHAG00000002722",NA,"protein_coding","Atlantic herring",21,23.463888,"zinc finger, RAN-binding domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-060712-1]",47.78,7,73566,3087,3657.5,NA,595,20
"ENSCHAG00000004095"," r3hdm1","ENSCHAG00000004095",NA,"protein_coding","Atlantic herring",21,23.550864,"R3H domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7119]",48.81,3,46858,2820,4575,179,987.5,22
"ENSCHAG00000001925"," nbeal1","ENSCHAG00000001925",NA,"protein_coding","Atlantic herring",21,26.041913,"neurobeachin-like 1 [Source:ZFIN;Acc:ZDB-GENE-130530-544]",48.59,6,80205,7036.5,7984.5,424,1895,47
"ENSCHAG00000005803"," sema5bb","ENSCHAG00000005803",NA,"protein_coding","Atlantic herring",21,26.232398,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5Bb [Source:ZFIN;Acc:ZDB-GENE-130530-778]",47.47,5,27534,2379,2676,147.5,NA,15
"ENSCHAG00000024080"," hs6st1a","ENSCHAG00000024080",NA,"protein_coding","Atlantic herring",22,23.783013,"heparan sulfate 6-O-sulfotransferase 1a [Source:NCBI gene;Acc:553162]",47.93,2,123270,1249.5,3756,943,3124,2.5
"ENSCHAG00000024188"," uggt1","ENSCHAG00000024188",NA,"protein_coding","Atlantic herring",22,23.912756,"UDP-glucose glycoprotein glucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-061103-619]",45.2,10,30913,4585.5,4585.5,988.5,NA,38.5
